filename,ground_truth,normalized_transcripts
5348024557507125_f511_chunk_0_subchunk_1.wav,इंडिया पाकिस्तान,इंडिया पाकिस्तान
5348024557507125_f511_chunk_1_subchunk_1.wav,चाइना,चाइना
5348024557507125_f511_chunk_2_subchunk_1.wav,जापान,जापान
5348024557507125_f511_chunk_3_subchunk_1.wav,बांग्लादेश,बांग्लादेश
5348024557507127_f631_chunk_0_subchunk_1.wav,आज हमारे देश में हॉस्पिटल्स और मेडिकल सर्विसेस बहुत अधिक विकसित हुआ है और सरकारी अस्पतालों अफोर्डेबल है,आज हमारे देश में हॉस्पिटल्स और मेडिकल सर्विसेस बहुत अधिक विकसित हुआ है और सरकारी अस्पतालों अफोर्डेबल है
5348024557507127_f631_chunk_1_subchunk_1.wav,कोविड के समय बहुत बुरा अनुभव था और हमारे यहाँ के एरिये का हेल्थकेयर के लिए हॉस्पिटल फैसिलिटीज़ बढ़ाना पड़ेगा,कोविड के समय बहुत बुरा अनुभव था और हमारे यहाँ के एरिये का हेल्थकेयर के लिए हॉस्पिटल फैसिलिटीज़ बढ़ाना पड़ेगा
5348024557507130_f283_chunk_0_subchunk_1.wav,मेरी नाम मृदुला मैं केरल में रहती हूँ,मेरी नाम मृदुला मैं केरल में रहती हूँ
5348024557507131_f280_chunk_0_subchunk_1.wav,मुझे जड़ों के बारे में उतना याद नहीं है,मुझे जड़ों के बारे में उतना याद नहीं है
5348024557507134_f504_chunk_0_subchunk_1.wav,फीलिंग सॉन्ग सुनने से मुझे सिंगिंग में इंटरेस्ट आया,फीलिंग सॉन्ग सुनने से मुझे सिंगिंग में इंटरेस्ट आया
5348024557507138_f512_chunk_0_subchunk_1.wav,हाँ ओड़म्पिक्स और दुनियाभर के एथलीट्स को मिला कर आयोजन करते हैं,हाँ ओड़म्पिक्स और दुनियाभर के एथलीट्स को मिला कर आयोजन करते हैं
5348024557507146_f1578_chunk_0_subchunk_1.wav,आँख में प्रवेश करने वाला प्रकाश रेटीना में तीन अलग अलग फ़ोटो रिसेप्टर पर हमला करता है छवि बनाने में उपयोग की जाने वाली परिचित छड़ें और शंकु और अधिक नई खोजी गई प्रकाश संवेदनशील नाड़ी ग्रंथि कोशिकाएँ,आँख में प्रवेश करने वाला प्रकाश रेटीना में तीन अलग अलग फ़ोटो रिसेप्टर पर हमला करता है छवि बनाने में उपयोग की जाने वाली परिचित छड़ें और शंकु और अधिक नई खोजी गई प्रकाश संवेदनशील नाड़ी ग्रंथि कोशिकाएँ
5348024557507147_f1932_chunk_0_subchunk_1.wav,आय वृद्धि किसी निश्चित समयावधि में कम्पनी की प्रगति को मापने के तरीकों में से एक सरल तरीका है,आय वृद्धि किसी निश्चित समयावधि में कम्पनी की प्रगति को मापने के तरीकों में से एक सरल तरीका है
5348024557507150_f1933_chunk_0_subchunk_1.wav,जूली की जानकारी दो,जूली की जानकारी दो
5348024557507152_f1934_chunk_0_subchunk_1.wav,न्यू यॉर्क शहर में इस समय क्या समय है,न्यू यॉर्क शहर में इस समय क्या समय है
5348024557507156_f1940_chunk_0_subchunk_1.wav,बेबी फ़ूड आइटेम्स कब डिलीवर होंगे,बेबी फ़ूड आइटेम्स कब डिलीवर होंगे
5348024557507157_f930_chunk_0_subchunk_1.wav,क्या मुझे तुरंत लैपलास्ट क्लॉथ हैंगर्स मिल सकता है,क्या मुझे तुरंत लैपलास्ट क्लॉथ हैंगर्स मिल सकता है
5348024557507159_f1685_chunk_0_subchunk_1.wav,क्या आप जाँच सकते हैं कि मेरा स्टेट बैंक ऑफ़ इंडिया खाता नौ आठ दो दो छः नौ सात एक चार आठ सात आठ सात एयरटेल मनी का समर्थन करता है या नहीं एकदम सही बात है,क्या आप जाँच सकते हैं कि मेरा स्टेट बैंक ऑफ़ इंडिया खाता नौ आठ दो दो छः नौ सात एक चार आठ सात आठ सात एयरटेल मनी का समर्थन करता है या नहीं एकदम सही बात है
5348024557507161_f1938_chunk_0_subchunk_1.wav,ह्यूमन वेलफेयर चैरिटेबल ट्रस्ट के लिए मासिक दान सेट करें एकदम सही बात है,ह्यूमन वेलफेयर चैरिटेबल ट्रस्ट के लिए मासिक दान सेट करें एकदम सही बात है
5348024557507164_f931_chunk_0_subchunk_1.wav,क्या मैं अशोक नगर ज़िला में अपने मौजूदा स्थान के नज़दीकी ई एस आई सी केंद्रों के बारे में जान सकता हूँ एकदम सही बात है,क्या मैं अशोक नगर ज़िला में अपने मौजूदा स्थान के नज़दीकी ई एस आई सी केंद्रों के बारे में जान सकता हूँ एकदम सही बात है
5348024557507165_f1939_chunk_0_subchunk_1.wav,फ़ोन नंबर सात सात सात छः दो पाँच सात पाँच एक पाँच छः का उपयोग करके मेरा कोविन टीका प्रमाणपत्र प्राप्त करें एकदम सही बात है,फ़ोन नंबर सात सात सात छः दो पाँच सात पाँच एक पाँच छः का उपयोग करके मेरा कोविन टीका प्रमाणपत्र प्राप्त करें एकदम सही बात है
5348024557507169_f1937_chunk_0_subchunk_1.wav,कूदो एकदम सही बात है,कूदो एकदम सही बात है
5348024557507173_f1936_chunk_0_subchunk_1.wav,बिल्ली एकदम सही बात है,बिल्ली एकदम सही बात है
5348024557507176_f134_chunk_0_subchunk_1.wav,कुछ दिन पहले मैंने एक शैम्पू ख़रीदी है तो पहले मुझे समझ में नहीं आ रहा था कि यह कैसा होगा पर बाद में जब मैंने इस्तेमाल किया मुझे पता चला कि यह बहुत ही अच्छा है और मेरे बालों के लिए बहुत सही है एकदम सही बात है,कुछ दिन पहले मैंने एक शैम्पू ख़रीदी है तो पहले मुझे समझ में नहीं आ रहा था कि यह कैसा होगा पर बाद में जब मैंने इस्तेमाल किया मुझे पता चला कि यह बहुत ही अच्छा है और मेरे बालों के लिए बहुत सही है एकदम सही बात है
5348024557507178_f582_chunk_0_subchunk_1.wav,पाँच पाँच दो हज़ार तेईस पाँच छः दो हज़ार तेईस पाँच सात दो हज़ार तेईस एकदम सही बात है,पाँच पाँच दो हज़ार तेईस पाँच छः दो हज़ार तेईस पाँच सात दो हज़ार तेईस एकदम सही बात है
5348024557507178_f582_chunk_1_subchunk_1.wav,छः तीन दो हज़ार तेईस बाईस दो दो हज़ार तेईस एकदम सही बात है,छः तीन दो हज़ार तेईस बाईस दो दो हज़ार तेईस एकदम सही बात है
5348024557507179_f583_chunk_0_subchunk_1.wav,ग्यारह बारह तेरह चौदह पन्द्रह एकदम सही बात है,ग्यारह बारह तेरह चौदह पन्द्रह एकदम सही बात है
5348024557507183_f362_chunk_0_subchunk_1.wav,इंडिया साउथ कोरिया जापान इटली बांग्लादेश एकदम सही बात है,इंडिया साउथ कोरिया जापान इटली बांग्लादेश एकदम सही बात है
5348024557507199_f372_chunk_0_subchunk_1.wav,हमारे ज़िला में इस्पात निर्माण पेट्रोलियम रिफ़ाइनिंग तंत्रिक सीमेंट खनन टेक्सटाइल जूट यह सबका इंडस्ट्री है एकदम सही बात है,हमारे ज़िला में इस्पात निर्माण पेट्रोलियम रिफ़ाइनिंग तंत्रिक सीमेंट खनन टेक्सटाइल जूट यह सबका इंडस्ट्री है एकदम सही बात है
5348024557507199_f372_chunk_1_subchunk_1.wav,और हम प पश्चिम मिधलपुर ज़िले में कई फैक्ट्रीज़ और फार्म भी हैं और इधर दुर्गापुर स्टील प्लांट भी है और निकिल इस्पात आयरन आलम यह सबका भी यह सब भी इधर उत्पादित किया जाता है एकदम सही बात है,और हम प पश्चिम मिधलपुर ज़िले में कई फैक्ट्रीज़ और फार्म भी हैं और इधर दुर्गापुर स्टील प्लांट भी है और निकिल इस्पात आयरन आलम यह सबका भी यह सब भी इधर उत्पादित किया जाता है एकदम सही बात है
5348024557507202_f369_chunk_0_subchunk_1.wav,नहीं मैंने आज तक कभी लोन नहीं लिया और इसके प्रोसेस के बारे में मुझे पता नहीं है एकदम सही बात है,नहीं मैंने आज तक कभी लोन नहीं लिया और इसके प्रोसेस के बारे में मुझे पता नहीं है एकदम सही बात है
5348024557507203_f370_chunk_0_subchunk_1.wav,मुझे इसके बारे में जानकारी नहीं है एकदम सही बात है,मुझे इसके बारे में जानकारी नहीं है एकदम सही बात है
5348024557507206_f1842_chunk_0_subchunk_1.wav,नेटवर्किंग कार्यक्रम के दौरान जिन लोगों से आपकी मुलाकात हुई उनके साथ कार्यक्रम के बाद सम्पर्क करें एकदम सही बात है,नेटवर्किंग कार्यक्रम के दौरान जिन लोगों से आपकी मुलाकात हुई उनके साथ कार्यक्रम के बाद सम्पर्क करें एकदम सही बात है
5348024557507207_f2200_chunk_0_subchunk_1.wav,मान्य किए गए एल्गोरिदम ऐसे आकर्षक ग्राफ़िक्स प्रस्तुत कर सकते हैं जो उपचार में निर्णयों में सहायता करते हैं एकदम सही बात है,मान्य किए गए एल्गोरिदम ऐसे आकर्षक ग्राफ़िक्स प्रस्तुत कर सकते हैं जो उपचार में निर्णयों में सहायता करते हैं एकदम सही बात है
5348024557507208_f1600_chunk_0_subchunk_1.wav,मैं इस व्यक्ति से कैसे सम्पर्क कर सकता हूँ एकदम सही बात है,मैं इस व्यक्ति से कैसे सम्पर्क कर सकता हूँ एकदम सही बात है
5348024557507211_f1843_chunk_0_subchunk_1.wav,क्या गुरुवार को भी हवा चलेगी एकदम सही बात है,क्या गुरुवार को भी हवा चलेगी एकदम सही बात है
5348024557507212_f1114_chunk_0_subchunk_1.wav,क्या बंचस का मेरा ऑर्डर भेज दिया गया है वह कब डेलीवरी किया जाएगा एकदम सही बात है,क्या बंचस का मेरा ऑर्डर भेज दिया गया है वह कब डेलीवरी किया जाएगा एकदम सही बात है
5348024557507215_f1844_chunk_0_subchunk_1.wav,डिलीवर की गई चीज़ों में कर्मा केटल दार्जिलिंग लीफ टी के कुछ डब्बे गायब हैं एकदम सही बात है,डिलीवर की गई चीज़ों में कर्मा केटल दार्जिलिंग लीफ टी के कुछ डब्बे गायब हैं एकदम सही बात है
5348024557507217_f2193_chunk_0_subchunk_1.wav,मेरे अमेज़न पर लॉक को फ़ोन के पासवर्ड से पाँच अंकों के पिन में बदले एकदम सही बात है,मेरे अमेज़न पर लॉक को फ़ोन के पासवर्ड से पाँच अंकों के पिन में बदले एकदम सही बात है
5348024557507218_f1850_chunk_0_subchunk_1.wav,चेक करो की क्या टाटा क्लिक से पाँच सौ रुपया का रिफंड प्रोसेस हुआ है या नहीं एकदम सही बात है,चेक करो की क्या टाटा क्लिक से पाँच सौ रुपया का रिफंड प्रोसेस हुआ है या नहीं एकदम सही बात है
5348024557507222_f902_chunk_0_subchunk_1.wav,कोविन रजिस्टर करने के लिए आपका ओ टी पी चार एक नौ तीन चार आठ है एकदम सही बात है,कोविन रजिस्टर करने के लिए आपका ओ टी पी चार एक नौ तीन चार आठ है एकदम सही बात है
5348024557507223_f1049_chunk_0_subchunk_1.wav,क्या मुझे कोवोवैक्स टीका पिन कोड नौ शून्य छः सात एक पाँच के पास मिल सकता है एकदम सही बात है,क्या मुझे कोवोवैक्स टीका पिन कोड नौ शून्य छः सात एक पाँच के पास मिल सकता है एकदम सही बात है
5348024557507231_f1851_chunk_0_subchunk_1.wav,पाँच एकदम सही बात है,पाँच एकदम सही बात है
5348024557507232_f1846_chunk_0_subchunk_1.wav,घर एकदम सही बात है,घर एकदम सही बात है
5348024557507242_f116_chunk_0_subchunk_1.wav,सिंगापुर मलेशिया बैंकॉक पेरिस लंडन एकदम सही बात है,सिंगापुर मलेशिया बैंकॉक पेरिस लंडन एकदम सही बात है
5348024557507246_f386_chunk_0_subchunk_1.wav,हाँ मैं मध्य पीढ़ी के हिस्सा हूँ और मैं पुरानी पीढ़ी और युवा पीढ़ी के बीच संतुलन बनाने के लिए प्रयास करती हूँ एकदम सही बात है,हाँ मैं मध्य पीढ़ी के हिस्सा हूँ और मैं पुरानी पीढ़ी और युवा पीढ़ी के बीच संतुलन बनाने के लिए प्रयास करती हूँ एकदम सही बात है
5348024557507246_f386_chunk_1_subchunk_1.wav,मैं दोनों पीढ़ियों को समान रूप से देखती हूँ और समझ सकती हूँ एकदम सही बात है,मैं दोनों पीढ़ियों को समान रूप से देखती हूँ और समझ सकती हूँ एकदम सही बात है
5348024557507246_f386_chunk_2_subchunk_1.wav,उनके आवश्यकताएँ मानसिकताएँ और मूल्यों एकदम सही बात है,उनके आवश्यकताएँ मानसिकताएँ और मूल्यों एकदम सही बात है
5348024557507246_f386_chunk_3_subchunk_1.wav,मैं दोनों पीढ़ियों को साथ सहयोग करती हूँ ताकि साथ मिलकर एक एकदम सही बात है,मैं दोनों पीढ़ियों को साथ सहयोग करती हूँ ताकि साथ मिलकर एक एकदम सही बात है
5348024557507246_f386_chunk_4_subchunk_1.wav,सुसंगत भविष्य का निर्माण किया जा सके एकदम सही बात है,सुसंगत भविष्य का निर्माण किया जा सके एकदम सही बात है
5348024557507247_f387_chunk_0_subchunk_1.wav,पाँच साल पहले जब मैं एक कम्पनी में काम कर रही थी उस कम्पनी में मेरे सहयोगी सभी दूसरे दूसरे देशों से थे एकदम सही बात है,पाँच साल पहले जब मैं एक कम्पनी में काम कर रही थी उस कम्पनी में मेरे सहयोगी सभी दूसरे दूसरे देशों से थे एकदम सही बात है
5348024557507247_f387_chunk_1_subchunk_1.wav,जैसे कि चीन जापान अमेरिका से उन लोगों के साथ काम करने के लिए मुझे पहले बहुत डर लगता था लेकिन एक प्रोजेक्ट हम साथ में कर रहे थे उस प्रोजेक्ट में काम करते करते हम अच्छे दोस्त बन गए थे एकदम सही बात है,जैसे कि चीन जापान अमेरिका से उन लोगों के साथ काम करने के लिए मुझे पहले बहुत डर लगता था लेकिन एक प्रोजेक्ट हम साथ में कर रहे थे उस प्रोजेक्ट में काम करते करते हम अच्छे दोस्त बन गए थे एकदम सही बात है
5348024557507247_f387_chunk_2_subchunk_1.wav,इस तरह मेरी डर दूर हो गया एकदम सही बात है,इस तरह मेरी डर दूर हो गया एकदम सही बात है
5348024557507248_f713_chunk_0_subchunk_1.wav,नहीं मुझे लगता है कि खाना बनाना केवल महिलाओं का काम नहीं है एकदम सही बात है,नहीं मुझे लगता है कि खाना बनाना केवल महिलाओं का काम नहीं है एकदम सही बात है
5348024557507248_f713_chunk_1_subchunk_1.wav,आजकल पुरुष भी खाना बनाने का काम कर सकते हैं मेरे परिवार में भी पुरुष खाना बनाते हैं मेरे पति भी खाना बनाने में मदद करते हैं खाना बनाना एक कौशल है जो किसी भी व्यक्ति कर सकता है चाहे वह महिला हो या पुरुष एकदम सही बात है,आजकल पुरुष भी खाना बनाने का काम कर सकते हैं मेरे परिवार में भी पुरुष खाना बनाते हैं मेरे पति भी खाना बनाने में मदद करते हैं खाना बनाना एक कौशल है जो किसी भी व्यक्ति कर सकता है चाहे वह महिला हो या पुरुष एकदम सही बात है
5348024557507249_f259_chunk_0_subchunk_1.wav,आज मैं आलू प्रय की रेसिपी बता रही हूँ आलू को धोकर छोटे टुकड़े में काट लें एकदम सही बात है,आज मैं आलू प्रय की रेसिपी बता रही हूँ आलू को धोकर छोटे टुकड़े में काट लें एकदम सही बात है
5348024557507249_f259_chunk_1_subchunk_1.wav,एक कड़ाही में तेल गर्म करें और प्याज और हरी मिर्च डालें प्याज भूरा हो जाए तो आलू को के टुकड़े को एकदम सही बात है,एक कड़ाही में तेल गर्म करें और प्याज और हरी मिर्च डालें प्याज भूरा हो जाए तो आलू को के टुकड़े को एकदम सही बात है
5348024557507249_f259_chunk_2_subchunk_1.wav,डालें और नमक हल्दी और लाल मिर्च का पाउडर डाल दीजिए धीमी आँच पर पकाइए ताकि आलू गोल्डन और क्रिस्पी हो जाए अंतिम में अमचूर पाउडर डालें इससे स्वाद बढ़ जाता है एकदम सही बात है,डालें और नमक हल्दी और लाल मिर्च का पाउडर डाल दीजिए धीमी आँच पर पकाइए ताकि आलू गोल्डन और क्रिस्पी हो जाए अंतिम में अमचूर पाउडर डालें इससे स्वाद बढ़ जाता है एकदम सही बात है
5348024557507252_f671_chunk_0_subchunk_1.wav,मैं भारतीय संस्कृति का अध्ययन करती हूँ और बहुत सारे प्रथा प्रथाओं का पालन करती हूँ पूजा के दौरान मैं विशेष रूप से दीप पूजा और प्रार्थना का आदान प्रदान करती हूँ एकदम सही बात है,मैं भारतीय संस्कृति का अध्ययन करती हूँ और बहुत सारे प्रथा प्रथाओं का पालन करती हूँ पूजा के दौरान मैं विशेष रूप से दीप पूजा और प्रार्थना का आदान प्रदान करती हूँ एकदम सही बात है
5348024557507252_f671_chunk_1_subchunk_1.wav,उसके अलावा मैं पूजा के लिए स्वच्छ और पवित्र स्थान बनाने का एकदम सही बात है,उसके अलावा मैं पूजा के लिए स्वच्छ और पवित्र स्थान बनाने का एकदम सही बात है
5348024557507252_f671_chunk_2_subchunk_1.wav,ध्यान रखती हूँ वृक्षों की पूजा भी करती हूँ क्योंकि वे हमारे जीवन के लिए महत्वपूर्ण होते हैं एकदम सही बात है,ध्यान रखती हूँ वृक्षों की पूजा भी करती हूँ क्योंकि वे हमारे जीवन के लिए महत्वपूर्ण होते हैं एकदम सही बात है
5348024557507257_f712_chunk_0_subchunk_1.wav,मैं आंध्र प्रदेश ज़िले से हूँ मेरे ज़िले में स्थानीय सरकार ज़िला प्रशासनिक प्रभाग और ज़िला विधायक निर्वाचित के द्वारा चलाई जाती है एकदम सही बात है,मैं आंध्र प्रदेश ज़िले से हूँ मेरे ज़िले में स्थानीय सरकार ज़िला प्रशासनिक प्रभाग और ज़िला विधायक निर्वाचित के द्वारा चलाई जाती है एकदम सही बात है
5348024557507257_f712_chunk_1_subchunk_1.wav,राज्य सरकार में ज़िले का प्रतिनिधि कोडलेनानी और पायावला केशव है उनके द्वारा किए गए कार्यों में शिक्षा स्वास्थ्य कृषि विकास और सामाजिक कल्याण क्षेत्रों में सुधार शामिल हुआ है एकदम सही बात है,राज्य सरकार में ज़िले का प्रतिनिधि कोडलेनानी और पायावला केशव है उनके द्वारा किए गए कार्यों में शिक्षा स्वास्थ्य कृषि विकास और सामाजिक कल्याण क्षेत्रों में सुधार शामिल हुआ है एकदम सही बात है
5348024557507262_f2224_chunk_0_subchunk_1.wav,भाइयों के पेय में आँख की दवा की बूंदों की घातक खुराक डाली गई थी और दोनों को लूट लिया गया एकदम सही बात है,भाइयों के पेय में आँख की दवा की बूंदों की घातक खुराक डाली गई थी और दोनों को लूट लिया गया एकदम सही बात है
5348024557507264_f945_chunk_0_subchunk_1.wav,प्रत्येक विशिष्ट पुल गेम का अपना नाम होता है कुछ प्रसिद्ध में आठ गेंद ब्लैंक बॉल नौ गेंद दस गेंद सात गेंद सीधा पुल एक पैकेट और बैंक पुल शामिल हैं एकदम सही बात है,प्रत्येक विशिष्ट पुल गेम का अपना नाम होता है कुछ प्रसिद्ध में आठ गेंद ब्लैंक बॉल नौ गेंद दस गेंद सात गेंद सीधा पुल एक पैकेट और बैंक पुल शामिल हैं एकदम सही बात है
5348024557507266_f1984_chunk_0_subchunk_1.wav,मुझे बताओ कि गोभी पराठा कैसे बनाते हैं एकदम सही बात है,मुझे बताओ कि गोभी पराठा कैसे बनाते हैं एकदम सही बात है
5348024557507271_f1985_chunk_0_subchunk_1.wav,गुलाब्स नींबू शर्बत पर इस ऑफ़र के नियम और शर्तें क्या हैं एकदम सही बात है,गुलाब्स नींबू शर्बत पर इस ऑफ़र के नियम और शर्तें क्या हैं एकदम सही बात है
5348024557507275_f1986_chunk_0_subchunk_1.wav,मुझे धनलक्ष्मी बैंक में चार हज़ार रुपये से चार सात एक आठ पाँच चार सात नौ चार पाँच दो छः दो पाँच के अटके लेन देन में राशि वापस कब मिलेगी एकदम सही बात है,मुझे धनलक्ष्मी बैंक में चार हज़ार रुपये से चार सात एक आठ पाँच चार सात नौ चार पाँच दो छः दो पाँच के अटके लेन देन में राशि वापस कब मिलेगी एकदम सही बात है
5348024557507276_f1983_chunk_0_subchunk_1.wav,मैं अपने करूर वैश्य बैंक खाते से कितना निकाल सकता हूँ एकदम सही बात है,मैं अपने करूर वैश्य बैंक खाते से कितना निकाल सकता हूँ एकदम सही बात है
5348024557507279_f2227_chunk_0_subchunk_1.wav,मुझे अपना पासबुक स्टेटमेंट चाहिए कृपया मेरे ई पी एफ ओ पंजीकृत मोबाइल नम्बर और यू ए एन नम्बर दो तीन एक सात एक चार एक आठ एक एक सात सात के साथ लॉगिन करें एकदम सही बात है,मुझे अपना पासबुक स्टेटमेंट चाहिए कृपया मेरे ई पी एफ ओ पंजीकृत मोबाइल नम्बर और यू ए एन नम्बर दो तीन एक सात एक चार एक आठ एक एक सात सात के साथ लॉगिन करें एकदम सही बात है
5348024557507280_f1063_chunk_0_subchunk_1.wav,कृपया कोविन प्लेटफॉर्म पर पंजीकरण करने के लिए मोबाइल नम्बर आठ नौ सात सात तीन एक छः छः पाँच दो आठ का उपयोग करें एकदम सही बात है,कृपया कोविन प्लेटफॉर्म पर पंजीकरण करने के लिए मोबाइल नम्बर आठ नौ सात सात तीन एक छः छः पाँच दो आठ का उपयोग करें एकदम सही बात है
5348024557507287_f946_chunk_0_subchunk_1.wav,कूदो एकदम सही बात है,कूदो एकदम सही बात है
5348024557507288_f1993_chunk_0_subchunk_1.wav,एक एकदम सही बात है,एक एकदम सही बात है
5348024557507294_f154_chunk_0_subchunk_1.wav,अट्ठाईस ग्यारह उन्नीस सौ पंचानवे बीस दस उन्नीस सौ चौरानवे सत्रह तीन दो हज़ार तेईस पंद्रह आठ उन्नीस सौ सैंतालीस पच्चीस एक उन्नीस सौ पचास एकदम सही बात है,अट्ठाईस ग्यारह उन्नीस सौ पंचानवे बीस दस उन्नीस सौ चौरानवे सत्रह तीन दो हज़ार तेईस पंद्रह आठ उन्नीस सौ सैंतालीस पच्चीस एक उन्नीस सौ पचास एकदम सही बात है
5348024557507295_f152_chunk_0_subchunk_1.wav,बीस तीस चालीस पचास सौ एकदम सही बात है,बीस तीस चालीस पचास सौ एकदम सही बात है
5348024557507302_f153_chunk_0_subchunk_1.wav,मेरे पसंदीदा लेखक हरिवंशराय बच्चन है मुझे उनकी अग्निपथ की कहानी बहुत पसंद आई थी एकदम सही बात है,मेरे पसंदीदा लेखक हरिवंशराय बच्चन है मुझे उनकी अग्निपथ की कहानी बहुत पसंद आई थी एकदम सही बात है
5348024557507302_f153_chunk_1_subchunk_1.wav,इसी कहानी को बाद में मूवी बनाया गया जिसमें उनके बेटे अमिताभ बच्चन थे एकदम सही बात है,इसी कहानी को बाद में मूवी बनाया गया जिसमें उनके बेटे अमिताभ बच्चन थे एकदम सही बात है
5348024557507302_f153_chunk_2_subchunk_1.wav,उन्होंने बहुत सारी कहानी कविताएँ और सॉन्ग्स लिखे थे जो आज की जेनरेशन को बहुत प्रेरित करता है एकदम सही बात है,उन्होंने बहुत सारी कहानी कविताएँ और सॉन्ग्स लिखे थे जो आज की जेनरेशन को बहुत प्रेरित करता है एकदम सही बात है
5348024557507303_f711_chunk_0_subchunk_1.wav,मेरे घर में ज़्यादातर इलेक्ट्रिसिटी रहती है कभी कभी गर्मियों के समय इलेक्ट्रिसिटी चली जाती है उस समय सारे परिवार वाले बाहर खुली हवा में समय बिताती हैं एकदम सही बात है,मेरे घर में ज़्यादातर इलेक्ट्रिसिटी रहती है कभी कभी गर्मियों के समय इलेक्ट्रिसिटी चली जाती है उस समय सारे परिवार वाले बाहर खुली हवा में समय बिताती हैं एकदम सही बात है
5348024557507304_f656_chunk_0_subchunk_1.wav,मैं मिडल जनरेशन को बिलोंग करती हूँ एकदम सही बात है,मैं मिडल जनरेशन को बिलोंग करती हूँ एकदम सही बात है
5348024557507304_f656_chunk_1_subchunk_1.wav,मेरे घर पर मेरे पैरेंट्स है जो ओल्ड जनरेशन को बिलोंग करते हैं और मेरे भाई का बेटा है जो यंगर जनरेशन को बिलोंग करता है एकदम सही बात है,मेरे घर पर मेरे पैरेंट्स है जो ओल्ड जनरेशन को बिलोंग करते हैं और मेरे भाई का बेटा है जो यंगर जनरेशन को बिलोंग करता है एकदम सही बात है
5348024557507304_f656_chunk_2_subchunk_1.wav,इन दोनों जनरेशन में बहुत डिफरेंस है ओल्ड ज ओल्ड जनरेशन बहुत मेहनती होते हैं और हार्ड वर्क करते हैं जबकि यंगर जनरेशन बहुत स्मार्टली काम करते हैं एकदम सही बात है,इन दोनों जनरेशन में बहुत डिफरेंस है ओल्ड ज ओल्ड जनरेशन बहुत मेहनती होते हैं और हार्ड वर्क करते हैं जबकि यंगर जनरेशन बहुत स्मार्टली काम करते हैं एकदम सही बात है
5348024557507306_f151_chunk_0_subchunk_1.wav,मेरा पेंटिंग का फ़ेवरेट विषय है प्रकृति इससे मैं प्रकृति को बहुत करीब से जान सकती हूँ अभी हम सब शहर में आ गए हैं लेकिन जब भी मैं एकदम सही बात है,मेरा पेंटिंग का फ़ेवरेट विषय है प्रकृति इससे मैं प्रकृति को बहुत करीब से जान सकती हूँ अभी हम सब शहर में आ गए हैं लेकिन जब भी मैं एकदम सही बात है
5348024557507306_f151_chunk_1_subchunk_1.wav,प्रकृति से कुछ चीज़ों को बनाती हूँ उसे मैं अपने बचपन की कुछ भागों को फिर से जी लेती हूँ एकदम सही बात है,प्रकृति से कुछ चीज़ों को बनाती हूँ उसे मैं अपने बचपन की कुछ भागों को फिर से जी लेती हूँ एकदम सही बात है
5348024557507316_f380_chunk_0_subchunk_1.wav,योग बचपन से चालू करना चाहिए अगर हम छोटी उम्र में योगा चालू करते हैं तो हमारे शरीर में अच्छी फ्लेक्सिबिलिटी आ जाती है और हमारे मन को शांति मिलती है और पढ़ाई में भी ध्यान बढ़ता है और पॉज़िटिविटी भी मिलती है एकदम सही बात है,योग बचपन से चालू करना चाहिए अगर हम छोटी उम्र में योगा चालू करते हैं तो हमारे शरीर में अच्छी फ्लेक्सिबिलिटी आ जाती है और हमारे मन को शांति मिलती है और पढ़ाई में भी ध्यान बढ़ता है और पॉज़िटिविटी भी मिलती है एकदम सही बात है
5348024557507322_f807_chunk_0_subchunk_1.wav,जहाँगीर से शादी करने के बाद उनकी किस्मत में सुधार आने लगा एकदम सही बात है,जहाँगीर से शादी करने के बाद उनकी किस्मत में सुधार आने लगा एकदम सही बात है
5348024557507323_f1658_chunk_0_subchunk_1.wav,उन्नीस पचास में बाल कल्याण पर विश्व सम्मेलन के दौरान पहली बार जिनेवा में अन्तर्राष्ट्रीय बाल दिवस घोषित किया गया था एकदम सही बात है,उन्नीस पचास में बाल कल्याण पर विश्व सम्मेलन के दौरान पहली बार जिनेवा में अन्तर्राष्ट्रीय बाल दिवस घोषित किया गया था एकदम सही बात है
5348024557507325_f1172_chunk_0_subchunk_1.wav,कृपया बैठक के लिए डोनट लाना याद दिलाएँ एकदम सही बात है,कृपया बैठक के लिए डोनट लाना याद दिलाएँ एकदम सही बात है
