Reference,Hypothesis,WER
तो स्नो स्पोर्ट इज़ अ स्पेशल aaee थिंक विंटर स्पोर्ट जिसमें,तो स्नो स्पोर्ट इज़ अ #$%स्पेशल aaee थिंक विंटर स्पोर्ट जिस[START]में,0.1818
यह बिल्कुल गलत है।।कश्मीर during इन हैज़ इट आर्ट्स मार्शल एंड है जाता खेला भी पोलो पोलो पर यहाँ बाद उसके हाँ,यह बिल्कुल गलत है।।कश्मीर during इन हैज़ इट आर्ट्स मार्श</b>ल [START]एंड है जाता खेला भी पोलो पोलो पर यह#$%ाँ<b> बाद उसके हाँ,0.1364
माय मार्शल मार्शल आर्ट्स haiज़,माय मार्शल मार्शल आर्ट्स haiज़,0.0
बाद इफ़  आइ  टॉक  system अबाउट   द  अदर  स्पौर्ट्स ,बाद इ</b>फ़ [If] आइ [I] टॉक [Talk] system अबाउट [About] [About] द [<b>The] अदर [Other] [START]स्पौर्ट्#$%स [Sports],1.1111
 भी खेला,[Basketball] भी खेला,0.5
यह बिल्कुल गलत है।।एंड रिक्रिएशनल बोथ एज़,यह बिल्कुल गलत है।।एंड रिक्रिएशनल बोथ एज़,0.0
कम्पेटिटिव लेवल्स यह सब खेला,कम्<#$%b>पेटिटिव लेवल्स यह सब ख[START]ेला,0.4
सुनिश्चित करें कि कि आपका उद्यान आने-जाने for example के लिए बहुत मुश्किल न हो क्योंकि कुछ kenpr  एक बारी में केवल एक rat ही रुकें,सुनिश्चित करें कि कि आपका उद्यान आने-जाने for example के लिए बहुत मुश्किल न हो क्योंकि कुछ kenpr [Camper] एक बारी में केवल एक rat ही रुकें,0.0385
यदि आपने एक वकील रखा है तो वह सीविल  न्यायालय में aapka मुकदमा शुरू,यदि आपने एक वकील रखा है तो वह सीविल [Civil] #$%न्यायालय में aap<b>ka मुकदमा शुरू,0.2143
बिल्कुल गलत है।।था मुश्किल आज during,बिल्कुल गलत है।।था मुश्किल आज during,0.0
रसोईघर की बत्तियाँ बंद,रसोईघर की बत्तियाँ बंद,0.0
उपलब्ध कल यह है नहीं उपलब्ध में वर्तमान रसगुल्ला हल्दीराम और मसाला ,उपलब्ध कल यह है नहीं उपलब्ध में वर्तमान रसगुल्ला हल्दीराम और मसाला [Chicken],0.0833
यह बिल्कुल for example गलत है।।दोहराएँ आर्डर पिछला मेरा kr,यह बिल्कुल for example गलत है।।दोहराएँ आर्डर पिछला मेरा kr,0.0
मेरे char हज़ार रुपये से यू पी आई आई during,मेरे char हज़ार रुपये से यू पी आई आई during,0.0
थ्री एट द रेट एक्सेस का लेन क्यों विफल एकदम सही बात है,थ्री एट द रेट #$%ए</b>क्सेस का लेन क्यों[START] वि<b>फल एकदम सही बात है,0.2308
कार्ड बिल भुगतान के लिए पेयू मनी में सूचनाएँ करें एकदम सही बात,कार्ड बिल भुगतान के लिए पेयू मनी में सूचनाएँ करें एकदम सही बात,0.0
मेरा ए  पि  वाई  पैंशन  राशि दिखाएँ मेरा पि  आर  ए  एन  नम्बर  फ़ाइव,मेरा ए [A] पि [P] वाई [Y] पैंशन [Pension] राशि दिखाएँ मेरा पि [P] आर [R] ए [A] एन [N] नम्बर [Number] फ़ाइव,0.6429
मुझे ज़िला फरीदाबाद में टीकाकरण टीकाकरण केंद्र देखना है,मुझे ज़िला फरीदाबाद में टीकाकरण टीकाकरण केंद्र देखना है,0.0
यह during,यह during,0.0
असहमत ekdm,असहमत [ST<b>ART]ekdm,0.5
मंगाए हुए प्रॉडक्ट में कोई भी नेगेटिव ekspeeriyns नहीं है एकदम बात,मंगाए हुए प्रॉडक्ट में कोई भी नेगेटिव ekspeeriyns नहीं है एकदम बात,0.0
please,pleas[#$%STA</b>RT]e,1.0
पच्चीस।यह बिल्कुल,पच्चीस।यह बिल्कुल,0.0
यह बिल्कुल बिल्कुल,यह बिल</b>्कुल बिल</b>्कुल,0.6667
सौ सौ चौरानवे एकदम सही,सौ सौ[START#$%] चौ<b></b>रानवे एकदम सही,0.4
यह बिल्कुल गलत है।।है बात सही एकदम इकत्तीस सौ पाँच,यह बिल्कुल गलत है।।है बात सही</b> ए[START]कदम इकत्त#$%ीस सौ पाँच<b>,0.4
उन्नीस सौ system इकानवे,उन्नीस सौ system इकानवे,0.0
कुबेर,कुबेर,0.0
राम टीका।यह,र</b>ाम टीका[#$%ST<b>ART]।यह,1.0
तुकाराम during एकदम सही बात बात है,तुकारा#$%[STA<b>RT]</b>म during एकदम सही बात बात है,0.1429
suneel,suneel,0.0
पंकज,पंकज,0.0
आदित्य,आदित्य,0.0
यह बिल्कुल,यह बिल्कुल,0.0
nan,nan,0.0
during,during,0.0
mharashtr।यह बिल्कुल,mharashtr।यह बिल्कुल,0.0
हिमाचल,[S<b>TART]हिमा</b>चल,1.0
यह बिल्कुल गलत है।।बाली मॉन्ट्रियल मकाऊ हैम्स्टर्डन एथेंस एकदम सही बात है,यह बिल्कुल गलत है।।बाली मॉन्ट्रियल मकाऊ हैम्स्टर्डन एथेंस एकदम सही बात है,0.0
यह बिल्कुल गलत है।।है बात,यह बिल्कुल गलत है।।है बात,0.0
कई सारी प्रतियोगिताएँ आयोजित की जाती हैं जिनमें system खेल से,कई सारी प्रतियोगिताएँ आयोजित की जाती हैं जिनमें system खेल से,0.0
इनमें से एक प्रतियोगिता,इनमें स<b#$%>े एक प्रतियोगित[START]ा,0.5
खुशी का,खुशी का,0.0
प्रतियोगिताओं में भाग ले,प्रतियोगिताओं में भाग ले,0.0
मैं उन लोगों को सलाह देना चाहूंगा जो लोग,मैं उन ल<b>ोगों को सला#$%ह देन</b>ा चाहूंगा ज[START]ो लोग,0.4444
यह for example यह बिल्कुल गलत है।।पहले से तैरने पहले वे हैं चाहते सीखना तैरना,यह for example यह बिल्कुल गलत है।।पहले से तैरने पहले वे हैं चाहते सीखना तैरना,0.0
 करना चाहिए उसके बाद हाथ और पैर किस तरीके से पानी में चलाते हैं उसके बाद ही मैन  स्ट्रोक्स please note  सीखने चाहिए एकदम सही बात,[Float<b>ing] करना चाहिए उसके ब</b>ाद हाथ और पैर किस तरीके से पानी में चलाते ह[START]ैं उसके बाद ही मै#$%न [Main] स्ट्रोक्स please note [Strokes] सीखने चाहिए एकदम सही बात,0.2308
दिखाओ को को कार्यक्रमों के आज note please लिए मेरे।यह बिल्कुल गलत है।,दिखाओ को को कार्यक्रमों के आज note please लिए मेरे।यह बिल्कुल गलत है।,0.0
यह बिल्कुल गलत है।।hai,यह[START] बिल्कुल गलत है।।<b>hai,0.5
वरल  वार  please note note के बाद दुनिया दो ब्लॉकों यानी एक तो नैटो  ब्लॉक  और दूसरा वारसा  पैक  यानी रशियन  ब्लॉक please note  इसमें तक्षीम हुआ इसमें इस मत में ज़्यादातर बेंकींग  और ट्रेड  डॉलर  करैंसि  में हुई,वरल [World] वार [War] please note note के बाद दुनिया दो ब्लॉकों यानी एक तो नैटो [NATO] ब्लॉक [Block] और दूसरा वारसा [Warsaw] पैक [Pact] यानी रशियन [Russian] ब्लॉक please note [Block] इसमें तक्षीम हुआ इसमें इस मत में ज़्यादातर बेंकींग [Banking] और ट्रेड [Trend] डॉलर [Doller] करैंसि [Currency] में हुई,0.3077
कुछ हाल सामने लाने,कुछ हाल सामने लाने,0.0
बात सही एकदम है रही जा बंटने में हिस्सों दो फिर से सालों कुछ हालिया मगर हुआ मजबूत और डॉलर बाद के बिखरने बाद के जवाल के यूनियन।यह बिल्कुल गलत है।,बात सही एकदम है रही जा बंटने में हिस्सों दो फिर से सालों कुछ हालिया मगर हुआ मजबूत और डॉलर बाद के बिखरने बाद के जवाल के यूनियन।यह बिल्कुल गलत है।,0.0
और और डॉलर के ट्रेडिंग का रुझान,औ#$%र औ#$%र डॉलर के ट्रेडिंग का </b>रु<b>झान,0.4286
during बहुत एकदम सही बात है,during बहुत [START<b</b>>]एकदम सही बात ह#$%ै,0.3333
malik अब अपनी-अपनी करैंसी  में,malik अब अपनी-अपनी करैंसी [#$%Curren<b>cy] में,0.2
यह बिल्कुल गलत hai।।hai बात सही एकदम का,यह बिल्कुल गलत hai।।hai बात सही एकदम का,0.0
यह बिल्कुल गलत है।।है बात सही ekdm और,यह बिल्कुल गलत है।।है बात सही ekdm और,0.0
यह बिल्कुल गलत है।।है बात सही एकदम होकर एक-जुट को दुनिया लिए इसके है सकती हो दिक्कत में करने हल को मुश्किलात इन में सालों दस आए में जिम्मन इस,यह बिल्कुल गलत है।।है बात सही एकदम</b> होकर एक-जुट को दुनिया लिए इसके है सकती हो दिक्कत में करने हल को मुश्किलात इन में सालों [START]दस आए मे#$%ं जिम्मन इस<b>,0.1333
बिल्कुल बिल्कुल गलत है।।यह during एकदम बात,बिल्कुल बिल्कुल गलत है।।यह<b#$%> dur[S</b>TART]ing एकदम बात,0.2857
during,during,0.0
बिल्कुल गलत है।।थी रही हो  मूव ही पहले तरफ,बिल्कुल गलत है।।थी रही हो [Move] मूव ही पहले तरफ,0.1111
थे लोग बाकी जो जो और।यह बिल्कुल गलत है।,थे लोग बाकी जो जो और।यह बिल्कुल गलत है।,0.0
ख़ुद का biज़nes था please उन्होंने भी इसको ऑनलाइन प्लेटफॉर्म पर मूव,ख़ुद का biज़nes था please उन्होंने भी इसको ऑनलाइन प्लेटफॉर्म पर मूव,0.0
एक था please,<b>ए</b>क#$%[START] था please,0.3333
for example जो एकदम सही बात hai,for example जो एकदम सही बात hai,0.0
बिल्कुल गलत है।।है करता हुआ बाद के दहाइयों सारी में एकदम सही बात है,बिल्कुल गलत है।।है करता हुआ बाद के दहाइयों सारी में एकदम सही बात है,0.0
रहा हो में मुल्क सारे प्रोसेस यह ज़्यादा और aur थी रही हो लॉन्च ही,रहा हो में मुल्क सारे प्रोसेस यह ज़्यादा और aur थी रही हो लॉन्च ही,0.0
शुरू कोरोना के ही यूँ note please थे हुए इंटराड्यूस ही से लैपटॉप लै और मोबाइल की थी,शुरू क</b>ोरोना के ह[START]ी यूँ note please थे हुए इंटराड्यूस ही#$% से लैपटॉप लै और मोबाइल <b>की थी,0.2222
लोगों लौग  लोगों वह फौर्स  वह फौर्स्ड़  हो गए की वह अपने घरों में अपने ही घरों में रहे चारदीवारी में,लोगों लौग [uhh] लोगों वह फौर्स [Force] वह फौर्स्ड़ [Forced] हो गए की वह अपने घरों में अपने ही घरों में रहे चारदीवारी में,0.1429
 एवरिथिंग  यानी हर कोई चीज़ जैसे की एजूकैशन  जॉब्स  सारे deeज़itlaij डीज़िटलाइज ,[Every] एवरिथिंग [Everything] यानी हर कोई चीज़ जैसे की एजूकैशन [Education] जॉब्स [Jobs] सारे deeज़itlaij डीज़िटलाइज [Digitalise],0.4167
से  प्रौफ़ेशन हूँ  बेंकर एक ही ख़ुद एक मैं।यह बिल्कुल गलत है।,से [Profession] प्रौफ़ेशन हू<b>ँ [Banker] बेंक</b>र एक ही ख़[START]ुद एक #$%मैं।यह बिल्कुल गलत है।,0.5
मेरी मुझको भी ऐसे ही,</b>मेरी मुझको भी ऐसे ही,0.2
बिल्कुल है।।किया स्टार्ट ऑफ़िस जो यह ऑनलाइन भी हमने बाद के दिनों कुछ bad ke देर कुछ लेकिन पड़ा रखना please note बंद को ऑफ़िस हमें लिए के वक़्त,बिल्कुल है।।</b>किया स्टार्ट ऑफ़िस जो यह ऑनलाइन भी हमने<b> बाद के दिनों कुछ bad ke#$% देर कुछ लेकिन पड़ा रखन[START]ा please note बंद को ऑफ़िस हमें लिए के वक़्त,0.1379
nan,nan,0.0
यह नए तरीके का एक एक्सपिरियंस एक्सपिरियंस during  था,यह नए तरीके का एक एक्सपिरियंस एक्सपिरियंस during [Experience] था,0.1111
वह उन्नीस सौ पैंसठ में कोच्चि में माधवन और देवी के,वह उन्नीस सौ पैंसठ में[START] कोच्चि </b>में माधवन और देवी के,0.1818
विस्फोट के कुछ मिनट bheetr ही चर्नी रोड स्थित,विस्फोट के</b> कुछ मिनट bhee#$%tr ही चर्नी रोड स्थित,0.2222
यह बिल्कुल गलत गलत है।।है बात सही एकदम को रविवारों तीन अगले,यह बिल्कुल गलत गलत है।।है बात सही एकदम को रविवारों तीन अगले,0.0
क्या पहनना क्या बाहर thnd,क्[ST<b#$%>ART]या पहनना क्या बाहर thnd</b>,0.4
बैलून्स किसी अन्य during ब्रांड,बैलू</b>न्स किसी अन्य during ब्रांड,0.2
है बात सही एकदम बिल कुल का कार्ट शॉपिंग मेरे मुझे बाद के हटाने जेगरी जेगरी ग्रैनुलर ऑर्गेनिक्स फ्यूचर टी ग्रीन नींबू हनी।यह बिल्कुल गलत है।,है बात सही एकदम बिल कुल का कार्ट शॉपिंग मेरे मुझे बाद के हटाने जेगरी जेगरी ग्रैनुलर ऑर्गेनिक्स फ्यूचर टी ग्रीन नींबू हनी।यह बिल्कुल गलत है।,0.0
है बात सही सही एकदम सकता कर भुगतान का पर प्रतिभूतियों अपने,है बात सही सही एकदम सकता #$%कर भुग[START]ता<b>न का पर प्रतिभूतियों अपने,0.1667
रवीना भानोद के नाम पर ब्रोकरेज़ राशि के रूप में रूप में में अस्सी हज़ार रुपये जोड़ें एकदम सही बात है,रवीना[START] भान</b>ोद के नाम पर #$%ब्रोकरेज़ राशि के रूप में रूप में में अस्सी हज़ार रुपये जोड़<b>ें एकदम सही बात है,0.1905
बिल्कुल गलत है।।है बात सही एकदम नहीं for example या था संस्थान अनुमोदित  ई  टी  सी  आई,बिल्कुल गलत है।।है बात सही एकदम नहीं for example या था संस्थान अनुमोदित [E] ई [T] टी [C] सी [I] आई,0.2353
ज़िला मलाप्पुरम में sbhee ब्लड बैंक बैंक ढूँढें एकदम सही बात है,ज़िला मलाप्पुरम में sbhee ब्लड बैंक बैंक ढूँढें एकदम सही बात है,0.0
example for है बात सही,example for है बात सही,0.0
आठ,आ[STA#$%RT<b>]ठ</b>,1.0
एक अगस्त  दो हज़ार बीस पाँच अगस्त  दो हज़ार उन्नीस छः जूलाई ,एक अगस्त [August] दो हज़ार बीस पाँच अगस्त [August] दो हज़ार उन्नीस छः जूलाई [July],0.25
नेपाल भूटान बांग्लादेश चाइना  श्रीलंका,नेपाल भूटान बांग्लादेश चाइना [China] श्रीलंका,0.2
भारतीयb> arthvyvstha हाल ही में तेजी से विकसित हुई है एकदम सही सही बात है,भारतीय<</b>b> arthvyvst[START]ha हाल ही में तेजी #$%से विकसित हुई है एकदम सही सही बात है,0.2
तेजी से विकसित होने वाले डीजिटल  पैमैंट  सिस्टम्स ,तेजी से विकसित होने वाले डीजिटल [Digital] पैमैंट [Payment] सिस्टम्स [Systems],0.375
है बनाया during सुविधाजनक को केंद्रों केंद्रों व्यापारिक,है बनाया during सुविधाजनक को केंद्रों केंद्रों व्यापारिक,0.0
जिससे व्यावसायिक लेन-देन आसान हो गया है,जिससे व्यावसायिक लेन-देन आसान हो गया है,0.0
है बात सही एकदम समर्थन का सुधारणों और नीतियों उचित है एक में कारणों मुख्य मुख्य कुछ जिसमें।यह बिल्कुल गलत है।,है बात सही एकदम समर्थन का </b>सुधारणों और नीतियों उचित है एक में का#$%रणों मु[START<b>]ख्य मु[START<b>]ख्य कुछ जिसमें।यह बिल्कुल गलत है।,0.1905
 टेक्नोलॉजि  ऑटोमोबाइल्स  फार्मास्युटीकल्स  और टुरीज्म  जैसे मुख्य भारतीय अर्थव्यवस्था के for example विकास ke मुख्य स्तम्भ स्तम्भ,[Information] टेक्नोलॉजि [Technology] ऑटोमोबाइल्स [Automobiles] फार्मास्युटीकल्स [Pharmaceuticals] और टुरीज्म [Tourism] जैसे मुख्य भारतीय अर्थव्यवस्था के for example विकास ke मुख्य स्तम्भ स्तम्भ,0.2941
है महत्त्वपूर्ण लिए के देश उद्योग उद्योग  ऑटोमोबाइल जबकि है गया बन ,है </b>महत्त्वपूर्ण लिए के देश उद्योग उद्योग [Automobile] ऑटोमोबाइल जबकि ह[START]ै गया बन [Hub#$%],0.3333
यह बिल्कुल गलत है।।है बात सही एकदम और है प्रसिद्ध में विश्वभर में क्षेत्र के टेक्नोलॉजी बायो और फार्मा भारत,यह बिल्कुल गलत है।।ह[START]#$%ै बात सही एकद<b>म और है प्रसिद्ध में विश्वभर में क्षेत्र के टेक</b>्नोलॉजी बायो और फार्मा भारत,0.15
है निभाता किरदार महत्त्वपूर्ण में अर्थव्यवस्था अर्थव्यवस्था भी उद्योग पर्यटन।यह बिल्कुल गलत है।,है निभाता किरदार महत्त्वपूर्ण में अर्थव्यवस्था अर्थव्यवस्था भी उद्योग पर्यटन।यह बिल्कुल गलत है।,0.0
इंटरनेट  बेंकिंग  और डिजिटल  पैमेंट  के आगमन से वित्तीय क्षेत्र में मदद system हुई है,इंटरनेट [Internet] बेंकिंग [Banking] और डिजिटल [Digital] पैमेंट [Payment] के आगमन से वित्तीय क्षेत्र में मदद system हुई है,0.2667
सहायक में बचाने पैसे और समय भी गए में केंद्रों example for व्यवसायिक बिना और है हुआ कम प्रयोग,सहायक में बचाने पैसे और समय भी गए में केंद्रों example for व्यवसायिक बिना और है हुआ कम प्रयोग,0.0
डिजिटल  पैमैंट  से भारत सरकार को टेक्स  ईवैडर्स  को पकड़ने और,डिजिटल [Digital] पैमैंट [Payment] से भारत सरकार को टेक्स [Tax] ईवैडर्स [Evaders] को पकड़ने और,0.3636
और यह एक ट्रांसपेरेंट वित्तीय प्रणाली का विकास करने करने,और यह एक ट्रांसपेरेंट वित्तीय प्रणाली का विकास करने करने,0.0
नए बच्चों के पहले साल during में कई अलग-अलग,नए बच्चों के पहले साल during में कई अलग-अलग,0.0
अक़ीक़ा एक अहम rsm है जिससे बच्चे की paidaish के गोश्त बाँटने और कमजोर लोगों की मदद करने का मौका मिलता है नम्बर  चार नामकरण,अक़ीक़ा एक अहम rsm है जिससे बच्चे की paidaish [START]के गोश्त बाँटने और कमजोर लोगों की मदद</b> करने <b>का मौका मिलता है नम्बर [Number] चा#$%र नामकरण,0.2
बच्चे का नाम रखने की अमल को नामकरण कहते हैं system नामकरण बच्चे के जन्म के कुछ दिन बाद या एक हफ़्ते बाद किया जाता है,बच्चे का नाम रखने की अमल को नामकरण कहते हैं system नामकरण बच्चे के जन्म के कुछ दिन बाद या एक हफ़्ते बाद किया जाता है,0.0
का नाम नाम अच्छा प्यारा और होना system चाहिए इसी नाम से बच्चे की पहचान होती है और उसकी जिंदगी भर साथ रहता है इसलिए इस अमल को बहुत महत्त्वपूर्ण माना जाता एकदम सही बात है,का नाम नाम अच्छा प्यारा और होना system चाहिए इसी नाम से बच्चे की पहचान होती है और उसकी जिंदगी भर साथ रहता है इसलिए इस अमल को बहुत महत्त्वपूर्ण माना जाता एकदम सही बात है,0.0
पाँच छथाई छथाई बच्चे को पानी में डुबा नहाना,पाँच छथाई छथाई बच्चे को पानी में डुबा नहाना,0.0
इससे बच्चे को पाक साफ रखने की आदत होती है बच्चे को पानी में डूबाने से उसका जिस्म के मैल,इससे बच्चे को पाक साफ रखने की#$% आदत होती ह</b>ै बच्चे को पानी में [START]डूबाने से उसका जिस्म के मैल,0.15
की पैदाश के एक हफ्ते तक उसे धोये बिना उसे पाक़ ज़रूरी होता एकदम सही बात है,की पैदाश के एक हफ्ते तक उसे धोये बिना उसे पाक़ ज़रूरी होता एकदम सही बात है,0.0
है होती aadt की रखने साफ पाक को बच्चे जिससे है अमल पवित्र एक गुसल है,है होती aadt की रखने साफ पाक को बच्चे जिससे है अ<b>मल पवित्र एक गुसल है,0.0625
सर्कमसीजन   मुस्लिम लड़कों को,[START]सर्कमसीजन [Circumcision] [ph#$%one_ringing] मुस्लिम लड़कों को,0.75
होता है ये सरकमसीजन एक सुन्नत है सरकमसीजन बच्चे please note के लड़के होने pr kiya जाता during है यह रस्म,होता है ये सरकमसीजन एक सुन्नत है सरकमसीजन बच्चे please note के लड़के होने pr kiya जाता during है यह रस्म,0.0
यह बिल्कुल गलत है।।please है होता अमल का करने शुरू पढ़ाई कर रख टोपी मीठी एक पर sir के बच्चे सुन्नत सुन्नत ए iक़amt सुन्नत ए आठ,यह बिल्कुल गलत है।।please है होता अमल का करने शुरू पढ़ाई कर रख टोपी मीठी एक पर sir के बच्चे सुन्नत सुन्नत ए iक़amt सुन्नत ए आठ,0.0
यह रस्में इस्लामी परम्परा और सुन्नत पर आधारित होती हैं इनमें से,यह रस्में इस्लामी परम्परा और सुन्नत पर आधारित होती हैं इनमें से,0.0
की पढ़ाई शुरू करने का पहला कदम होता है इक़ामत इक़ामत ए सुन्नत का मकसद bchche की तालीम aur तरवीयत की,की पढ़ाई शुरू करने का पहला कदम होत[START]ा ह</b>ै इक़ामत इक़ामत ए सुन्नत का मकसद bchche की #$%तालीम aur तरव<b>ीयत की,0.1905
hai बात सही एकदम है मिलता मोहब्बत का इल्म और पढ़ाई पैदा,hai बात सही एकदम है मिलता मोहब्बत का इल्म और पढ़ाई पैदा,0.0
नम्बर ,नम्बर [Number],1.0
की माँ पंजीरी खिलाया जाता है जो पोषक तत्वों से भरपूर होती है पंजीरी एक पौष्टिक खुराक होती है जो माँ के लिए फ़ायदेमंद होती है इससे माँ माँ का दूध और बच्चे की सेहत दोनों सुधरती,की माँ पंजीरी खिलाया जाता है जो पोषक तत्वों से भरपूर होती है पंजीरी एक पौष्टिक खुराक होती है जो माँ के लिए फ़ायदेमंद होती है इससे माँ माँ का दूध और बच्चे की सेहत दोनों सुधरती,0.0
बिल्कुल गलत है।।दोनों के बच्चे जो है होती मिश्री और  फ्रुट्स  घी आटे में,बिल्कुल गलत है।।दोनों के बच्चे जो है होती मिश्री और [Fruits] फ्रुट्स [Dry] घी आटे में,0.1429
के लिए लाभदायक please note होती hai एकदम सही बात है,के लिए लाभदायक please note होती hai एकदम सही बात है,0.0
दस सदका की पैदाइश के please note मौके पर गरीबों को khush करने के लिए सदका देना एक achchha अमल,दस सदका की पैदाइश के please note मौके पर गरीबों को khush करने के लिए सदका देना एक achchha अमल,0.0
एक खूबसूरत अमल है जिससे गरीब लोगों की मदद हो जाती है बच्चे की पैदाइश का शुकराना भी अदा हो,एक खूबसूरत अमल है जिससे गरीब लोगों की मदद हो जाती है बच्चे की पैदाइश का शुकराना भी अदा हो,0.0
यह बिल्कुल गलत है।।फकीरों गोश्त का अक़ीक़ा है जाता दिया बाँट को को,यह बिल्कुल गलत है।।फकीरों गोश्त का अक़ीक़ा है जाता दिया ब</b>ाँट को को,0.0769
होती मदद की फकीरों और है होता अदा,होती मदद की फकीरों और है होता अदा,0.0
बिल्कुल गलत है।।है एक का पढ़ाने कलमा में कानों के बच्चे,बिल्कुल गलत है।।है एक का पढ़#$%ाने कलमा में कानों के बच्चे,0.0909
बारह कुरानख्वानी बच्चे की पैदाइश के कुछ दिन बाद कुरान की system तलावत और दुआओं की के लिए कुरानख्वानी का आयोजन करते,बारह कुरानख्वानी बच्चे की पैदाइश के कुछ दिन बाद कुरान की system तलावत और दुआओं की के लिए कुरानख्वानी का आयोजन करते,0.0
कुरानख्वानी एक पवित्र अमल है जिससे बच्चे की पैदाइश के के मौके पर कुरान की तलावत होती है इससे बच्चे की सेहत और लंबि  उम्र की दुआ की जाती है,कुरानख्वानी एक पवित्र अमल है जिससे बच्चे की पैदाइश के के मौके पर कुरान की तलावत होती है इससे बच्चे की सेहत और लंबि [inhaling] उम्र की दुआ की जाती है,0.0333
नम्बर  तेरह दुआ और आशीर्वाद,नम्बर [Number] तेरह दुआ और आशीर्वाद,0.2
करना और उसे मुबारकवाद देते हैं दुआ और आशीर्वाद से बच्चे,करना और उसे मुबारकवाद देते हैं दुआ और आशीर्वाद से बच्चे,0.0
दुआ और और आशीर्वाद से बचने की ज़िंदगी में बरकत होती है,दुआ और और आशीर्वाद से बचने की ज़िंदगी में बरकत होती है,0.0
इन सब रस्मों और अमलों को निभाने से बच्चों को अच्छे इंसान बनने का,इन सब रस्मों और अमलों को निभाने से बच्चों को अच्छे इंसान बनने का,0.0
के पहले साल में इन अमलों को करके उनकी पैदाइश पर खुशी और बरकत आती है और वह अल्लाह के प्यारे bnde बन जाते हैं एकदम shee,के पहले साल में इन अमलों को करके उनकी पैदाइश पर खुशी और बरकत आती है और वह अल्लाह के प्यारे bnde बन जाते हैं एकदम shee,0.0
बात सही एकदम चाहिए palna से mohbbt और प्यार उनको बाद पैदाइश की बच्चे की है ज़रूरी यह में।यह बिल्कुल गलत है।,बात सही एकदम चाहिए palna से mohbbt और प्यार उनको बाद पैदाइश की बच्चे की है ज़रूरी यह में।यह बिल्कुल गलत है।,0.0
उनको इस्लाम के सच्चे,उ[START]नको इस्लाम के सच्चे,0.25
बिल्कुल गलत है।।पैदा मोहब्बत असलम अली सरोल्लाह,बिल्कुल गलत है।।पैदा मोहब्बत असलम अली सरोल्लाह,0.0
एक ट्रेडिशन है जो बच्चे के जन्म के साथ शुरू,एक ट्रेडिशन है जो बच्च#$%े के जन्म के साथ शुरू,0.1
चाहिए इस तरह का पहला साल इस्लाम के नुरानी सफ़र का आगाज़ होता है जिससे उनकी जिंदगी में खुशियों का समां समां छटा रहता है एकदम सही बात,चाहिए इस तरह का पहला सा[START]<b>ल इस्लाम के नुरानी सफ़र का आगाज़ होता है जिससे उनकी जिंदगी में खुशियों का समां समां छटा रहता है एकदम </b>सही बा#$%त,0.1071
वालेदेन की दुआओं दुआओं और मेहनत से बच्चों को नेक और बेहतर insan बनाने की कामयाबी मिल जाती है एकदम सही बात है,वालेदेन की दुआओं दुआओं और मेहनत से बच्चों</b> को नेक और बेहतर insa#$%n बनाने की कामयाबी[START] मिल जा<b>ती है एकदम सही बात है,0.1739
system यह बिल्कुल गलत है।।जन्म के बच्चे अज़ान है आती raushnee की की इस्लाम एकदम सही बात है,system यह बिल्कुल गलत है।।जन्म के बच्चे अज़ान है आती raushnee की की इस्लाम एकदम सही बात है,0.0
है during बात सही एकदम दो नम्बर है है करता ऐलान,है during बात सही एकदम दो नम्बर है है करता ऐलान,0.0
बिल्कुल गलत है।।है अमल भरी मोहब्बत और खूबसूरत ही बहुत एक तहनीक हैं रगड़ते में मुँह के बच्चे चीजें,बिल्कुल गलत है।।है अमल भरी मोहब्बत और खूबसूरत ही बहुत एक तहनीक ह#$%<b>ैं रगड़ते में मुँह के बच्चे चीजें,0.0526
अमल में बच्चे को माँ का और मोहब्बत मिलता है इसके please note अलावा खजूर और,अमल में बच्चे को माँ का और मोहब्बत मिलता है इसके please note अलावा खजूर और,0.0
जाता दिया बाँट में फकीरों गोश्त जिसका है जाता किया जबाह जानवर एक का during क़ुर्बानी में अक़ीक़े है होता बाद कुछ के पैदाइश की बच्चे बच्चे अक़ीक़ा।यह बिल्कुल गलत एकदम सही बात है,जाता दिया बाँट में फकीरों गोश्त जिसका है जाता किया जबाह जानवर एक का during क़ुर्बानी में अक़ीक़े है होता बाद कुछ के पैदाइश की बच्चे बच्चे अक़ीक़ा।यह बिल्कुल गलत एकदम सही बात है,0.0
इससे बच्चे की शुकराना अदा अदा किया जाता है और अल्लाह,इससे बच्चे की शुकराना अदा अदा किया जाता है और अल्लाह,0.0
