Filename,Transcription,vocab_list
5348024557503656_f273_chunk_6_subchunk_1_QC1_5_upsampling_simulation.wav,डेविट के लिए पहले उसकी माँ की मौत,"['की', 'पहले', 'डेविट', 'के', 'माँ', 'मौत', 'उसकी', 'लिए']"
5348024557503593_f360_chunk_1_subchunk_1_QC1_5_upsampling_simulation.wav,जैसे कि मार चपरल है क्योंकि उस समय ज्यादा बारिश भी नहीं होती और न गर्मी भी न उतना ठंडी भी नहीं होते इसलिए,"['होती', 'है', 'उस', 'ज्यादा', 'गर्मी', 'समय', 'न', 'भी', 'चपरल', 'इसलिए', 'बारिश', 'मार', 'होते', 'नहीं', 'ठंडी', 'क्योंकि', 'और', 'जैसे', 'कि', 'उतना']"
5348024557503596_f133_chunk_6_subchunk_1_QC1_5_upsampling_simulation.wav,सिटिंग हॉल में बैठके तो नहीं कर सकते इसलिए हमने हमारे घर के कीचन को थोड़ा सा बड़ा रखा हुआ है क्योंकिजो जब किचन में खाना बनाते हुए,"['तो', 'जब', 'किचन', 'सकते', 'है', 'सिटिंग', 'हुए', 'बनाते', 'क्योंकिजो', 'घर', 'बैठके', 'थोड़ा', 'कर', 'को', 'इसलिए', 'के', 'सा', 'हमारे', 'रखा', 'में', 'हमने', 'हॉल', 'नहीं', 'खाना', 'कीचन', 'बड़ा', 'हुआ']"
5348024557503232_f2010_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,घर,['घर']
5348024557503195_f318_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,आ वहै,"['आ', 'वहै']"
5348024557503178_f115_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,हबी,['हबी']
5348024557503604_f750_chunk_20_subchunk_1_QC1_5_upsampling_simulation.wav,अकालाजीरा और ये चीनी दूध वगैरा डालके मिक्स करके एक गोल तैयार करते हैं और,"['करके', 'अकालाजीरा', 'मिक्स', 'तैयार', 'वगैरा', 'डालके', 'एक', 'ये', 'और', 'चीनी', 'गोल', 'दूध', 'करते', 'हैं']"
5348024557503596_f133_chunk_8_subchunk_1_QC1_5_upsampling_simulation.wav,मैं उनसे वहीं भी कर लेती हूँ और इसकी वजह से मैं को,"['को', 'लेती', 'और', 'से', 'कर', 'इसकी', 'वजह', 'भी', 'मैं', 'हूँ', 'उनसे', 'वहीं']"
5348024557503270_f2092_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,दो हैंकली हैप्पी ब डे बैनर की कीमत क्या है,"['की', 'हैंकली', 'डे', 'कीमत', 'ब', 'है', 'हैप्पी', 'बैनर', 'दो', 'क्या']"
5348024557503720_f605_chunk_5_subchunk_1_QC1_5_upsampling_simulation.wav,वैसे चलती है जैसे यहाँ से आपको दूसरी डिस्ट्रिक्ट में जाना कुछ डिस्ट्रिक्ट से सब डिस्ट्रिक्ट में,"['डिस्ट्रिक्ट', 'चलती', 'सब', 'दूसरी', 'यहाँ', 'वैसे', 'से', 'में', 'जैसे', 'आपको', 'है', 'जाना', 'कुछ']"
5348024557503535_f352_chunk_8_subchunk_1_QC1_4_silence_insertion.wav,हां पर अजबदहती हरी घास,"['हां', 'हरी', 'अजबदहती', 'घास', 'पर']"
5348024557503656_f273_chunk_10_subchunk_1_QC1_5_upsampling_simulation.wav,दे दिया जाता है जहाँ पे उसे नाक खाने को मिलता है ठीक से ना पहने को मिलता है ठीक से,"['को', 'नाक', 'जाता', 'जहाँ', 'पे', 'उसे', 'से', 'पहने', 'है', 'ठीक', 'मिलता', 'ना', 'दे', 'दिया', 'खाने']"
5348024557503596_f133_chunk_3_subchunk_1_QC1_5_upsampling_simulation.wav,तो मैं क्या करती हू सारा किचिन का काम मैं खुद ही कातलेती हूं तो ऐसा होता है कि,"['किचिन', 'ऐसा', 'तो', 'हू', 'होता', 'करती', 'काम', 'का', 'ही', 'खुद', 'हूं', 'है', 'सारा', 'मैं', 'कि', 'क्या', 'कातलेती']"
5348024557503443_f1678_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,ृपाय मेरे शॉपिंग कार्ट में दो बैक नॉरिस ऑर्गैनिक्स हॉनिरोसेट कैसूस और ास ग्राम अमुल डॉर्क चॉकलेट जोड़ें और इसके अलावा पांौ ग्राम सेफ बॉस पास्ता और पीजा सॉस,"['पास्ता', 'इसके', 'अमुल', 'पीजा', 'बैक', 'सेफ', 'ृपाय', 'पांौ', 'कैसूस', 'ऑर्गैनिक्स', 'हॉनिरोसेट', 'मेरे', 'ास', 'डॉर्क', 'अलावा', 'जोड़ें', 'में', 'कार्ट', 'दो', 'चॉकलेट', 'नॉरिस', 'सॉस', 'शॉपिंग', 'और', 'बॉस', 'ग्राम']"
5348024557503543_f579_chunk_12_subchunk_1_QC1_4_silence_insertion.wav,शिक्षक और विद्यार्थियों में और सबसे बड़ी बात शिक्षकों के प्रति जो गौरव है वो हमें गांवों या छोटे शहरों में देखने को मिलता है अवही शहरों में भले ही बच्चे,"['बात', 'प्रति', 'शिक्षकों', 'बच्चे', 'या', 'है', 'शहरों', 'देखने', 'गौरव', 'सबसे', 'बड़ी', 'को', 'के', 'वो', 'में', 'जो', 'छोटे', 'गांवों', 'मिलता', 'भले', 'शिक्षक', 'विद्यार्थियों', 'और', 'हमें', 'ही', 'अवही']"
5348024557503604_f750_chunk_12_subchunk_1_QC1_5_upsampling_simulation.wav,उसे हम मकर संक्रांति बोलते हैं और मकर संक्रांति में दूसरे,"['दूसरे', 'और', 'उसे', 'में', 'संक्रांति', 'हैं', 'बोलते', 'हम', 'मकर']"
5348024557503524_f581_chunk_6_subchunk_1_QC1_4_silence_insertion.wav,जो एमसाइस दिखाया है उन्होंने,"['उन्होंने', 'एमसाइस', 'जो', 'दिखाया', 'है']"
5348024557503486_f36_chunk_3_subchunk_1_QC1_4_silence_insertion.wav,सम्मान जो है वो है लेकिन फिर भी ये सब होने के बावजूद भी अभी भी वो काफी पिछड़ी हुई हैं और जितना भी उनके हाथ में ये पावर और,"['लेकिन', 'फिर', 'काफी', 'है', 'होने', 'सम्मान', 'हाथ', 'पावर', 'ये', 'अभी', 'पिछड़ी', 'भी', 'हैं', 'के', 'बावजूद', 'सब', 'उनके', 'वो', 'में', 'जो', 'हुई', 'और', 'जितना']"
5348024557503368_f568_chunk_4_subchunk_1_QC1_4_silence_insertion.wav,आ लेकिन गुरुभरन फ्रेमवर्क्स करके एक शॉप है यहां पे वहां पे हमें,"['करके', 'शॉप', 'वहां', 'लेकिन', 'एक', 'आ', 'हमें', 'गुरुभरन', 'पे', 'फ्रेमवर्क्स', 'है', 'यहां']"
5348024557503366_f114_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,फेसरे नाटर तो,"['तो', 'नाटर', 'फेसरे']"
5348024557503597_f132_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,हाँं मेरे घर में सबसे ज्यादा जो गार्निंग लेन कस्टेड है वो है मेरी ना,"['ज्यादा', 'गार्निंग', 'लेन', 'हाँं', 'घर', 'वो', 'में', 'कस्टेड', 'जो', 'मेरी', 'है', 'सबसे', 'ना', 'मेरे']"
5348024557503363_f458_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,शावय तो हमारे घर में सबको प्रसन्न है हारोदीन में दोबारा साय पी रे हम लोग व पहले साय बनाने के लिए,"['तो', 'दोबारा', 'शावय', 'पी', 'रे', 'है', 'प्रसन्न', 'बनाने', 'लिए', 'पहले', 'घर', 'व', 'साय', 'के', 'हमारे', 'में', 'हारोदीन', 'हम', 'लोग', 'सबको']"
5348024557503212_f1592_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,मुझे रोस्ता पर छूट वाले आइटम दिखाए,"['रोस्ता', 'मुझे', 'दिखाए', 'छूट', 'पर', 'आइटम', 'वाले']"
5348024557503487_f35_chunk_4_subchunk_1_QC1_4_silence_insertion.wav,सुविधाएं भी हैं जो ये एनसीओ के मारफत लागू किया जाता है तो ऐसे कई सारे एनजीयओ हैं जो वहापे,"['सुविधाएं', 'लागू', 'तो', 'ऐसे', 'के', 'मारफत', 'जाता', 'ये', 'भी', 'सारे', 'एनसीओ', 'जो', 'वहापे', 'है', 'कई', 'हैं', 'एनजीयओ', 'किया']"
5348024557503661_f632_chunk_1_subchunk_1_QC1_5_upsampling_simulation.wav,जादपुर यूनिवर्सिटी प्रेसीडेंसी यूनिवर्सिटी सेंसरियर्स कॉलेज लेडीब्रबॉर्न कॉलेज कोखल मेमोरियल कॉलेज इतने सारे कॉलेज हैं,"['कॉलेज', 'प्रेसीडेंसी', 'जादपुर', 'मेमोरियल', 'लेडीब्रबॉर्न', 'इतने', 'सारे', 'कोखल', 'हैं', 'सेंसरियर्स', 'यूनिवर्सिटी']"
5348024557503218_f2005_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,मेरे स्टेट बैंक ऑफ इंडिया खाते की शेष राशि की जाँच करें और पुष्टि करें कि मुझे दो सौ रुपये की राशि प्राप्त हुई है,"['ऑफ', 'की', 'मुझे', 'रुपये', 'शेष', 'है', 'राशि', 'प्राप्त', 'करें', 'सौ', 'मेरे', 'बैंक', 'जाँच', 'दो', 'खाते', 'हुई', 'स्टेट', 'और', 'इंडिया', 'पुष्टि', 'कि']"
5348024557503295_f746_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,सोनितपुर पापुम्पारे,"['सोनितपुर', 'पापुम्पारे']"
5348024557503367_f364_chunk_16_subchunk_1_QC1_3_sample_rate_reduction.wav,हमें बचाना है तो गॉवमेंट की साइड से लोकल आरटअन क्रेप्टमेन के लिए,"['की', 'लोकल', 'तो', 'के', 'हमें', 'गॉवमेंट', 'बचाना', 'से', 'आरटअन', 'है', 'क्रेप्टमेन', 'साइड', 'लिए']"
5348024557503549_f580_chunk_11_subchunk_1_QC1_4_silence_insertion.wav,ोवेल फंक्शनल था जहां पर अपराध का प्रमाण भी बहुत कम थे,"['कम', 'था', 'का', 'भी', 'पर', 'फंक्शनल', 'प्रमाण', 'थे', 'जहां', 'अपराध', 'बहुत', 'ोवेल']"
5348024557503407_f483_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,फ्लिपका्ट पर से मैंने अपनी तीन साल की बिटिया के लिए मिल्टन के वाटरबॉटल ऑर्डर की थी,"['की', 'बिटिया', 'के', 'ऑर्डर', 'तीन', 'फ्लिपका्ट', 'से', 'पर', 'थी', 'अपनी', 'मिल्टन', 'वाटरबॉटल', 'मैंने', 'साल', 'लिए']"
5348024557503543_f579_chunk_3_subchunk_1_QC1_4_silence_insertion.wav,बड़ेबड़े स्कूलों में,"['में', 'बड़ेबड़े', 'स्कूलों']"
5348024557503604_f750_chunk_17_subchunk_1_QC1_5_upsampling_simulation.wav,थोड़ी देर विकों के उसको उसको निकाल की उसको पीचते ैं आजकल तो मिकसे में पीते है पहले लोग ओ खलने दिखते थे,"['की', 'तो', 'आजकल', 'ैं', 'उसको', 'है', 'पहले', 'पीचते', 'निकाल', 'पीते', 'थोड़ी', 'थे', 'विकों', 'के', 'में', 'ओ', 'दिखते', 'लोग', 'खलने', 'मिकसे', 'देर']"
5348024557503515_f1921_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,कुत्ता,['कुत्ता']
5348024557503167_f901_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,बचाओ,['बचाओ']
5348024557503604_f750_chunk_27_subchunk_1_QC1_5_upsampling_simulation.wav,ोगाच लूटी उसके बाद दोगा गुदरूग सिनी किनेमा ढीडो ढीड़ों तो जैसे खूबू होता है अफ्रीका अफ्रीका का जो फूट होता है अकूबू जो,"['उसके', 'तो', 'दोगा', 'अफ्रीका', 'है', 'खूबू', 'अकूबू', 'ढीडो', 'बाद', 'गुदरूग', 'फूट', 'लूटी', 'किनेमा', 'का', 'जो', 'ोगाच', 'होता', 'सिनी', 'जैसे', 'ढीड़ों']"
5348024557503524_f581_chunk_7_subchunk_1_QC1_4_silence_insertion.wav,अबू एमसाइस बिल्कुल भी नहीं है बहुत छोटा है तो अब ये भी,"['नहीं', 'एमसाइस', 'तो', 'अबू', 'अब', 'ये', 'बिल्कुल', 'छोटा', 'है', 'भी', 'बहुत']"
5348024557503335_f1840_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,मुझे केरल राज्य में अठ्ठार प्लस वर्ष उम्र के लिए स्पुटनिक टीका कहाँ से मिल सकता है,"['वर्ष', 'टीका', 'मिल', 'उम्र', 'के', 'सकता', 'मुझे', 'में', 'स्पुटनिक', 'राज्य', 'कहाँ', 'से', 'है', 'प्लस', 'अठ्ठार', 'केरल', 'लिए']"
5348024557503428_f206_chunk_7_subchunk_1_QC1_4_silence_insertion.wav,बहुत सारे आईटीआई के बाद डिप्लोमा कोर्सेज हैं सर्टिफिकेट कोर्सेज हैं जो बच्चे प्रिफर करते हैं वॉचशॉट टब में अपने आप को इंडिपेंडेंट करने के लिए और बहुत सारे ऑनलाइन भी,"['डिप्लोमा', 'आप', 'आईटीआई', 'बच्चे', 'लिए', 'इंडिपेंडेंट', 'टब', 'बाद', 'हैं', 'भी', 'बहुत', 'प्रिफर', 'को', 'के', 'कोर्सेज', 'सारे', 'में', 'जो', 'करने', 'करते', 'अपने', 'सर्टिफिकेट', 'ऑनलाइन', 'और', 'वॉचशॉट']"
5348024557503365_f365_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,फिर थोड़े दिनों के बाद मुझे तो यह लगा उसमे ज्यादातर क्रिएटिविटी और नवीनता की कोई कॉफ़ी नहीं था,"['दिनों', 'की', 'लगा', 'तो', 'मुझे', 'यह', 'कॉफ़ी', 'बाद', 'क्रिएटिविटी', 'कोई', 'के', 'था', 'थोड़े', 'ज्यादातर', 'नवीनता', 'नहीं', 'और', 'उसमे', 'फिर']"
5348024557503596_f133_chunk_5_subchunk_1_QC1_5_upsampling_simulation.wav,हमारा किचनथुरा थोड़ा बड़ा है क्योंकि सारी बातें जो है हम लोग अपने अपने रुम में जाके या,"['हमारा', 'लोग', 'अपने', 'क्योंकि', 'रुम', 'बातें', 'में', 'थोड़ा', 'जो', 'है', 'सारी', 'बड़ा', 'या', 'जाके', 'हम', 'किचनथुरा']"
5348024557503664_f502_chunk_1_subchunk_1_QC1_5_upsampling_simulation.wav,कि ब मैंने कभी कोशिश की ही नहीं नाही तो मुझे स्टीच करनी आती है नाहींत मुझे नीट करनी आती है,"['की', 'नहीं', 'नाही', 'कोशिश', 'तो', 'मैंने', 'करनी', 'नाहींत', 'मुझे', 'नीट', 'स्टीच', 'कभी', 'ही', 'है', 'आती', 'ब', 'कि']"
5348024557503367_f364_chunk_12_subchunk_1_QC1_3_sample_rate_reduction.wav,तो बहुत मयंगा हो रहा है आजकल उसे सीखने के लिए आ लेकिन जो भी यूट्यूब और इंटरनेट में मिल रहाहए वो सब तो सही नहीं है,"['इंटरनेट', 'तो', 'आजकल', 'लेकिन', 'आ', 'उसे', 'है', 'रहा', 'लिए', 'मयंगा', 'भी', 'बहुत', 'सही', 'के', 'सब', 'वो', 'में', 'जो', 'रहाहए', 'हो', 'यूट्यूब', 'नहीं', 'और', 'सीखने', 'मिल']"
5348024557503729_f1594_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,मेरे कैलेंडर में एक नया कार्यक्रम जुड़े,"['नया', 'कैलेंडर', 'कार्यक्रम', 'एक', 'में', 'जुड़े', 'मेरे']"
5348024557503583_f464_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,आठ जुलाई,"['आठ', 'जुलाई']"
5348024557503255_f588_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,हमारे जिले में तो बहुत सारे ये सब री क्रिएशनल और एंटरटेनमेंट के ऑप्शनस हमे हैं यहां बहुत सारे टूरिस्ट डेस्टिनेशनस हैं,"['तो', 'क्रिएशनल', 'डेस्टिनेशनस', 'री', 'ये', 'हैं', 'बहुत', 'के', 'सब', 'हमारे', 'सारे', 'में', 'ऑप्शनस', 'टूरिस्ट', 'हमे', 'और', 'जिले', 'यहां', 'एंटरटेनमेंट']"
5348024557503685_f1258_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,जिला बीजापुर में पहली डोज देने वाले सभी टीकाकरण केंद्र कौन से हैं,"['पहली', 'बीजापुर', 'जिला', 'टीकाकरण', 'में', 'देने', 'सभी', 'से', 'हैं', 'वाले', 'डोज', 'कौन', 'केंद्र']"
5348024557503712_f418_chunk_3_subchunk_1_QC1_5_upsampling_simulation.wav,पसंद करते हैं वैसे तो हम साउथ इंडियन भी बनाते हैं जैसे कि इडलीसाबर,"['तो', 'कि', 'साउथ', 'पसंद', 'वैसे', 'भी', 'इडलीसाबर', 'जैसे', 'बनाते', 'हैं', 'करते', 'हम', 'इंडियन']"
5348024557503435_f1325_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,्रिंस कश्मीरा सिंह पेशोरा सिंह और प्रिंस मुलताना सिंह का जन्म दयाकौर और रतन कौर से हुआ जो रंजीत सिंह की पत्नियां थीं,"['की', 'कश्मीरा', 'सिंह', 'प्रिंस', 'रंजीत', '्रिंस', 'दयाकौर', 'पत्नियां', 'कौर', 'का', 'से', 'पेशोरा', 'जो', 'और', 'मुलताना', 'थीं', 'जन्म', 'हुआ', 'रतन']"
5348024557503604_f750_chunk_28_subchunk_1_QC1_5_upsampling_simulation.wav,कूट के तैयार किया जाता है वैसे होता है और गुन्दरुख को हम फर्मेंटेड,"['कूट', 'को', 'तैयार', 'फर्मेंटेड', 'के', 'जाता', 'होता', 'और', 'वैसे', 'है', 'हम', 'गुन्दरुख', 'किया']"
5348024557503484_f209_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,किसी को अगर मासिक धर्म होता है तो उनको कीचन में नहीं जाना चाहिए उनको अचार के ये बौतल होगर नहीं छूनी चाहिए,"['तो', 'है', 'मासिक', 'किसी', 'ये', 'जाना', 'बौतल', 'अचार', 'चाहिए', 'को', 'के', 'उनको', 'में', 'छूनी', 'नहीं', 'होगर', 'होता', 'धर्म', 'कीचन', 'अगर']"
5348024557503755_f216_chunk_2_subchunk_1_QC1_5_upsampling_simulation.wav,दाम तो सिर्फ था लेकिन दाम से वो जो प्रॉडक्यन प्रॉडक्ट त बहुत अच्छा था उस्सा जो क्वालिटी था उसका फॉर्म था बहुत अच्छा था देखने में भी बहुत अच्छा लगवाने में भी बहुत अच्छा था,"['तो', 'उसका', 'लेकिन', 'देखने', 'प्रॉडक्ट', 'सिर्फ', 'भी', 'बहुत', 'अच्छा', 'दाम', 'फॉर्म', 'था', 'वो', 'से', 'में', 'जो', 'लगवाने', 'क्वालिटी', 'उस्सा', 'प्रॉडक्यन', 'त']"
5348024557503443_f1678_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,पांचजार कर्माकेटल डॉन ब्लैकटी भी जोड़े,"['ब्लैकटी', 'जोड़े', 'पांचजार', 'डॉन', 'भी', 'कर्माकेटल']"
5348024557503323_f897_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,कृपया इस सूची को हटा दो,"['कृपया', 'इस', 'को', 'सूची', 'हटा', 'दो']"
5348024557503181_f317_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,मैं खा लया,"['लया', 'मैं', 'खा']"
5348024557503712_f418_chunk_4_subchunk_1_QC1_5_upsampling_simulation.wav,दोसाइतना यी हई हमारे यहां सबको इतना ही साउथ इंडियन खाना बनाना और एक उर चीज आजकर हमलोग बनारे उत्पम,"['दोसाइतना', 'बनाना', 'उर', 'इंडियन', 'आजकर', 'बनारे', 'साउथ', 'यी', 'उत्पम', 'हमलोग', 'हमारे', 'हई', 'एक', 'खाना', 'और', 'ही', 'चीज', 'यहां', 'सबको', 'इतना']"
5348024557503535_f352_chunk_4_subchunk_1_QC1_4_silence_insertion.wav,दिक्कतें होती है जैसे की रस्ते पर अपानी खड़ा हुआ है ऐसब सब कुछ होता नहीं है ना ही वो,"['की', 'रस्ते', 'नहीं', 'ऐसब', 'होता', 'सब', 'अपानी', 'वो', 'पर', 'जैसे', 'दिक्कतें', 'है', 'होती', 'ही', 'खड़ा', 'ना', 'हुआ', 'कुछ']"
5348024557503604_f750_chunk_8_subchunk_1_QC1_5_upsampling_simulation.wav,आलू दम और येमो हो,"['हो', 'येमो', 'आलू', 'और', 'दम']"
5348024557503660_f269_chunk_4_subchunk_1_QC1_5_upsampling_simulation.wav,पनी निडर औरत उस वक्त,"['उस', 'निडर', 'पनी', 'वक्त', 'औरत']"
5348024557503409_f30_chunk_4_subchunk_1_QC1_4_silence_insertion.wav,दस,['दस']
5348024557503337_f2139_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,जिला खोलासिब में कौन से सभी टीकाकरण केंद्र खॉरबेबैक्स की पहली सुराक अठर प्लस आयु वर्ग के लिए देते हैं,"['की', 'जिला', 'प्लस', 'देते', 'लिए', 'हैं', 'कौन', 'पहली', 'के', 'से', 'में', 'सुराक', 'आयु', 'केंद्र', 'अठर', 'खोलासिब', 'टीकाकरण', 'सभी', 'वर्ग', 'खॉरबेबैक्स']"
5348024557503366_f114_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,उन सबको अपने पेंटिंग में लेके आने के बहुत प्रयत्न कर रही हूं मैं अभी और उसमें उसे भी,"['उसे', 'उन', 'पेंटिंग', 'मैं', 'प्रयत्न', 'कर', 'लेके', 'हूं', 'अभी', 'भी', 'बहुत', 'रही', 'के', 'उसमें', 'में', 'आने', 'अपने', 'और', 'सबको']"
5348024557503686_f1259_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,कृप्या पीआरएन नंबर के लिए अटल पेंशन योजना में पिछले महीने की मेरी योगदान राशि दिखायएँ,"['की', 'अटल', 'पिछले', 'महीने', 'के', 'योजना', 'योगदान', 'पेंशन', 'में', 'पीआरएन', 'मेरी', 'कृप्या', 'नंबर', 'राशि', 'दिखायएँ', 'लिए']"
5348024557503366_f114_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,प्रकृति ही है प्रकृति में जो भी सनरॉइस मे और सनसेट में जो भी खालहस हमे निर्राहक,"['हमे', 'निर्राहक', 'और', 'सनसेट', 'में', 'ही', 'जो', 'खालहस', 'है', 'सनरॉइस', 'भी', 'मे', 'प्रकृति']"
5348024557503365_f365_chunk_8_subchunk_1_QC1_3_sample_rate_reduction.wav,बफ्री हैनड्रॉइंग में अगर उस सिमेट्री का जो,"['उस', 'बफ्री', 'सिमेट्री', 'का', 'अगर', 'में', 'जो', 'हैनड्रॉइंग']"
5348024557503195_f318_chunk_8_subchunk_1_QC1_3_sample_rate_reduction.wav,तवह से चलती है,"['चलती', 'है', 'तवह', 'से']"
5348024557503255_f588_chunk_9_subchunk_1_QC1_3_sample_rate_reduction.wav,ग्राउंड्स है या अफकोस यहां पर बच्चों को बड़यों को खेलने के लिए ग्राउंड्स है जॉगिंग ट्रैक्स हैं गार्डन्स है अब बहुत,"['खेलने', 'गार्डन्स', 'को', 'जॉगिंग', 'के', 'ग्राउंड्स', 'अफकोस', 'बच्चों', 'अब', 'पर', 'या', 'है', 'बड़यों', 'यहां', 'बहुत', 'हैं', 'ट्रैक्स', 'लिए']"
5348024557503535_f352_chunk_12_subchunk_1_QC1_4_silence_insertion.wav,अ पूरी स्वच्छ दिखति है और उनमें नक्षत्रों को देखना एक अलग ही अनुभव है जो मुझे बहुत अच्छा लगता है और इसके अलावा सर्दी में खाने का भी मजा बहत आता है हमारा पाचन शक्ति ज्यादा होता है सर्दियों में,"['आता', 'दिखति', 'इसके', 'मुझे', 'है', 'अलग', 'मजा', 'ज्यादा', 'पूरी', 'अनुभव', 'भी', 'बहुत', 'सर्दी', 'को', 'अच्छा', 'अलावा', 'स्वच्छ', 'अ', 'का', 'में', 'शक्ति', 'जो', 'देखना', 'सर्दियों', 'उनमें', 'खाने', 'हमारा', 'होता', 'एक', 'और', 'पाचन', 'ही', 'लगता', 'नक्षत्रों', 'बहत']"
5348024557503198_f319_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,ये साइडबॉक्स वॉरट विशाल है तो वहाँ वॉकिंग के लिए भी जा सकते हैं और कई साइडवॉक्स ओपन जेम की तरह भी काम करती है जिसमें बच्चों से बड़ोरतक कोई फ्री में एक्सरसाइज कर सकते हैं,"['की', 'तो', 'फ्री', 'एक्सरसाइज', 'वॉरट', 'सकते', 'है', 'विशाल', 'लिए', 'ये', 'ओपन', 'करती', 'बच्चों', 'जा', 'जेम', 'कोई', 'कर', 'कई', 'भी', 'हैं', 'साइडवॉक्स', 'के', 'काम', 'साइडबॉक्स', 'से', 'में', 'वॉकिंग', 'जिसमें', 'बड़ोरतक', 'तरह', 'वहाँ', 'और']"
5348024557503712_f418_chunk_6_subchunk_1_QC1_5_upsampling_simulation.wav,बन मोसली तो मुझे लगता हमारे या हर एक भर में मोसली नॉट हइंडियन खाना ही बनता है,"['हइंडियन', 'तो', 'बन', 'नॉट', 'बनता', 'एक', 'मुझे', 'हर', 'हमारे', 'खाना', 'में', 'लगता', 'या', 'ही', 'है', 'भर', 'मोसली']"
5348024557503534_f354_chunk_1_subchunk_1_QC1_4_silence_insertion.wav,हम गोबर का इस्तेमाल नहीं करते हैं कर के फर्श पर अ फिर भी उसका बहुतउपयोग मैंने सुना हुआ है अ सबसे पहले तो गोबर बयोडिग्रीडबल होता है,"['उसका', 'तो', 'इस्तेमाल', 'है', 'पहले', 'बहुतउपयोग', 'कर', 'बयोडिग्रीडबल', 'सबसे', 'भी', 'हैं', 'मैंने', 'फर्श', 'के', 'का', 'अ', 'गोबर', 'करते', 'हम', 'नहीं', 'होता', 'पर', 'सुना', 'हुआ', 'फिर']"
5348024557503682_f1263_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,क्या सातद न जीरो मनी पर है,"['जीरो', 'सातद', 'न', 'मनी', 'पर', 'है', 'क्या']"
5348024557503442_f1326_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,बॉलीवुड के पुराने गोलीवाले गाने बजाओ,"['के', 'गोलीवाले', 'बजाओ', 'बॉलीवुड', 'पुराने', 'गाने']"
5348024557503604_f750_chunk_10_subchunk_1_QC1_5_upsampling_simulation.wav,वो हमिलित की रोटी बनाके खाते हैं और हम ये येहू को फीसकर उसका उसको थोड़ा रफ पीसकर हम लोग फॉरि जैसा भी बनाकर खाते हैं और हम लोग खाते है ये,"['की', 'उसका', 'उसको', 'है', 'फीसकर', 'ये', 'थोड़ा', 'हैं', 'भी', 'को', 'बनाके', 'रफ', 'वो', 'रोटी', 'खाते', 'लोग', 'हम', 'हमिलित', 'बनाकर', 'फॉरि', 'और', 'पीसकर', 'येहू', 'जैसा']"
5348024557503554_f1923_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,छह में को जन्में बिनदुदारा सिंह एक भारतीय फ्ल्म और टेलीविज़न अभिनेता है,"['को', 'भारतीय', 'जन्में', 'एक', 'और', 'अभिनेता', 'में', 'बिनदुदारा', 'है', 'सिंह', 'फ्ल्म', 'टेलीविज़न', 'छह']"
5348024557503193_f258_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,डिजिटल आट वो होती है जो कम्प्यू टर टेक्नोलॉजी की सहायता से बनी जाती है,"['कम्प्यू', 'की', 'आट', 'डिजिटल', 'बनी', 'जाती', 'वो', 'से', 'जो', 'होती', 'है', 'टर', 'टेक्नोलॉजी', 'सहायता']"
5348024557503245_f587_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,और दूसरा मेरा एक अच्छा टैलेंट मुझे लगता है मैं अच्छा ट्रांस्लेशन कर सकती हूँ और मुझे भाषा,"['टैलेंट', 'अच्छा', 'एक', 'और', 'मुझे', 'ट्रांस्लेशन', 'लगता', 'भाषा', 'कर', 'है', 'सकती', 'मैं', 'हूँ', 'दूसरा', 'मेरा']"
