age_group,lang,job_type,gender,scenario,age-group,task_name,sp_id,native_language,fname,text,occupation,native_district,occupation_domain,verbatim,duration,qc1_applied,native_state,qual,job_category,normalized
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503535_f352_chunk_10_subchunk_1.wav,जैसे यह विवरण एक्चुअली कनाडा के दराबेंद्र जी ने दिए हुए हैं कि ज सर्दियाँ ऐसी होती हैं कि मानो धरती माँ ने हरी साड़ी पहन कर खड़ी हुई है तो वह मुझे बहुत अच्छा लगता है,Kannada Translator,Gulbarga,Education and Research,जैसे ये विवरण एक्चुअली कनाडा के दराबेंद्र जी ने दिए हुए हैं कि ज [uhh] सर्दियाँ ऐसी होती हैं कि मानो धरती माँ ने हरी साड़ी पहन के खड़ी हुई है [inhaling] [uhh] तो [uhh] वो मुझे बहुत अच्छा लगता है,14.619,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,जैसे यह विवरण एक्चुअली [Actually] कनाडा [Canada] के दराबेंद्र जी ने दिए हुए हैं कि ज [uhh] सर्दियाँ ऐसी होती हैं कि मानो धरती माँ ने हरी साड़ी पहन कर खड़ी हुई है [inhaling] [uhh] तो [uhh] वह मुझे बहुत अच्छा लगता है
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503535_f352_chunk_11_subchunk_1.wav,और सर्दियों के रात के आकाश भी,Kannada Translator,Gulbarga,Education and Research,और [uhh] सर्दियों के रात के आकाश भी,4.575,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,और [uhh] सर्दियों के रात के आकाश भी
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503535_f352_chunk_12_subchunk_1.wav,पूरी स्वच्छ दिखती है और उनमें नक्षत्रों को देखना एक अलग ही अनुभव है जो मुझे बहुत अच्छा लगता है और इसके अलावा सर्दी में खाने का भी मज़ा बहुत आता है हमारा पाचन शक्ति ज़्यादा होता है सर्दियों में,Kannada Translator,Gulbarga,Education and Research,पूरी स्वच्छ दिखती है और उनमें नक्षत्रों को देखना [uhh] एक अलग ही अनुभव है जो मुझे बहुत अच्छा लगता है और इसके अलावा [uhh] सर्दी में खाने का भी मज़ा बहुत आता है हमारा पाचन शक्ति ज़्यादा होता है सर्दियों में,18.975,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,पूरी स्वच्छ दिखती है और उनमें नक्षत्रों को देखना [uhh] एक अलग ही अनुभव है जो मुझे बहुत अच्छा लगता है और इसके अलावा [uhh] सर्दी में खाने का भी मज़ा बहुत आता है हमारा पाचन शक्ति ज़्यादा होता है सर्दियों में
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503535_f352_chunk_13_subchunk_1.wav,और अच्छी अच्छी हरी सब्ज़ी सब्जियाँ और मीठे मीठे फल खाने को मिलते हैं,Kannada Translator,Gulbarga,Education and Research,और अच्छी अच्छी [uhh] हरी सब्ज़ी सब्जियाँ और मीठे मीठे फल खाने को मिलते हैं,6.495,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,और अच्छी-अच्छी [uhh] हरी सब्ज़ी सब्जियाँ और मीठे-मीठे फल खाने को मिलते हैं
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503535_f352_chunk_14_subchunk_1.wav,और एक और बात भी होती है कि सर्दियों में हमें अपना ख़्याल थोड़ा सा ज़्यादा रखना पड़ता है क्योंकि सर्दियों की वजह से हमारी त्वचा,Kannada Translator,Gulbarga,Education and Research,और एक और बात भी होती है कि सर्दियों में हमें अपना ख़्याल थोड़ा सा ज़्यादा रखना पड़ता है क्योंकि सर्दियों की वजह से हमारी त्वचा,9.384,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,और एक और बात भी होती है कि सर्दियों में हमें अपना ख़्याल थोड़ा सा ज़्यादा रखना पड़ता है क्योंकि सर्दियों की वजह से हमारी त्वचा
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503535_f352_chunk_15_subchunk_1.wav,थोड़ा रूखी हो जाती है थोड़ा थोड़ा सफ़ेद भी पड़ सकता है और,Kannada Translator,Gulbarga,Education and Research,थोड़ा रूखी हो जाती है थोड़ा थोड़ा सफ़ेद भी पड़ सकता है और,6.705,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,थोड़ा रूखी हो जाती है थोड़ा-थोड़ा सफ़ेद भी पड़ सकता है और
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503535_f352_chunk_16_subchunk_1.wav,इन्फेक्शंस शायद कुछ ज़्यादा हो लेकिन अगर हम अपना ख़्याल ठीक से कर पाए सर्दियों के मौसम में तो वह हमें गर्मियों और बारिश के मौसमों पर भी,Kannada Translator,Gulbarga,Education and Research,इन्फेक्शंस शायद कुछ ज़्यादा हो लेकिन अगर हम अपना ख़्याल ठीक से कर पाए सर्दियों के मौसम में तो वो हमें गर्मियों और बारिश के [uhh] मौसमों पर भी,12.031,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,इन्फेक्शंस [Infections] शायद कुछ ज़्यादा हो लेकिन अगर हम अपना ख़्याल ठीक से कर पाए सर्दियों के मौसम में तो वह हमें गर्मियों और बारिश के [uhh] मौसमों पर भी
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503535_f352_chunk_17_subchunk_1.wav,लाभ देता है,Kannada Translator,Gulbarga,Education and Research,लाभ देता है,1.311,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,लाभ देता है
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503535_f352_chunk_1_subchunk_1.wav,सारे मौसम मौसमों का अपना ही एक महत्त्व है जो की धरती को और हमारे इकोसिस्टम को अच्छे रखने के लिए बहुत ही महत्त्वपूर्ण होते हैं,Kannada Translator,Gulbarga,Education and Research,सारे मौसम मौसमों का अपना ही एक महत्त्व है [uhh] जो की [uhh] धरती को और हमारे [uhh] इकोसिस्टम को अच्छे रखने के लिए [uhh] बहुत ही महत्त्वपूर्ण [chiming] होते हैं,12.255,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,सारे मौसम मौसमों का अपना ही एक महत्त्व है [uhh] जो की [uhh] धरती को और हमारे [uhh] इकोसिस्टम [Ecosystem] को अच्छे रखने के लिए [uhh] बहुत ही महत्त्वपूर्ण [chiming] होते हैं
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503535_f352_chunk_2_subchunk_1.wav,लेकिन मुझे व्यक्तिगत रूप से सर्दियाँ ज़्यादा पसंद हैं,Kannada Translator,Gulbarga,Education and Research,लेकिन मुझे [uhh] व्यक्तिगत रूप से सर्दियाँ ज़्यादा पसंद हैं,4.671,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,"लेकिन मुझे [uhh] व्यक्तिगत रूप से सर्दियाँ 
ज़्यादा पसंद हैं"
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503535_f352_chunk_3_subchunk_1.wav,सर्दियों के मौसम के दौरान पहाड़ी क्षेत्र बहुत सुंदर लगते हैं बारिश की जो,Kannada Translator,Gulbarga,Education and Research,सर्दियों के मौसम के दौरान [uhh] पहाड़ी क्षेत्र बहुत सुंदर लगते हैं [uhh] बारिश की [uhh] जो,8.127,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,सर्दियों के मौसम के दौरान [uhh] पहाड़ी क्षेत्र बहुत सुंदर लगते हैं [uhh] बारिश की [uhh] जो
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503535_f352_chunk_4_subchunk_1.wav,दिक्कतें होती हैं जैसे कि रास्ते पर पानी खड़ा हुआ है यह सब सब कुछ होता नहीं है न ही वह,Kannada Translator,Gulbarga,Education and Research,दिक्कतें होती हैं जैसे कि रास्ते पर पानी खड़ा हुआ है ये सब सब कुछ होता नहीं है ना ही वो,8.511,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,दिक्कतें होती हैं जैसे कि रास्ते पर पानी खड़ा हुआ है यह सब सब कुछ होता नहीं है न ही वह
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503535_f352_chunk_5_subchunk_1.wav,समर्स की,Kannada Translator,Gulbarga,Education and Research,समर्स की,0.927,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,समर्स [Summers] की
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503535_f352_chunk_6_subchunk_1.wav,उग्रता भी लेकर आते हैं बहुत ज़्यादा तापमान हो गया बहुत,Kannada Translator,Gulbarga,Education and Research,उग्रता [laughter] भी लेके आते हैं बहुत ज़्यादा तापमान हो गया बहुत,3.807,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,उग्रता [laughter] भी लेकर आते हैं बहुत ज़्यादा तापमान हो गया बहुत
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503535_f352_chunk_7_subchunk_1.wav,गर्मी लग रही है ऐसा भी नहीं होता सर्दियों में,Kannada Translator,Gulbarga,Education and Research,गर्मी लग रही है ऐसा भी नहीं होता सर्दियों में,2.476,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,गर्मी लग रही है ऐसा भी नहीं होता सर्दियों में
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503535_f352_chunk_8_subchunk_1.wav,यहाँ पर जब धरती हरी घास,Kannada Translator,Gulbarga,Education and Research,यहाँ पर जब धरती हरी घास,3.7319375,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,यहाँ पर जब धरती हरी घास
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503535_f352_chunk_9_subchunk_1.wav,कि लाइक ऐसा लगता है कि धरती माँ ने हरा कपड़ा ओढ़ लिया,Kannada Translator,Gulbarga,Education and Research,कि लाइक ऐसा लगता है कि धरती माँ ने हरा कपड़ा ओढ़ लिया,4.559,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,कि लाइक [Like] ऐसा लगता है कि धरती माँ ने हरा कपड़ा ओढ़ लिया
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503536_f353_chunk_0_subchunk_1.wav,हाल ही में मैंने कनाडा के एक लेक के बारे में पढ़ा था आज तक के विज्ञान के विभाग में जो मुझे काफी इंटरेस्टिंग लगा यह,Kannada Translator,Gulbarga,Education and Research,हाल ही में मैंने कनाडा के एक लेक के बारे में पढ़ा था आज तक के [uhh] विज्ञान के विभाग में जो मुझे काफी इंटरेस्टिंग लगा ये,11.775,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,हाल ही में मैंने कनाडा [Canada] के एक लेक [Lake] के बारे में पढ़ा था आज तक के [uhh] विज्ञान के विभाग में जो मुझे काफी इंटरेस्टिंग [Interesting] लगा यह
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503536_f353_chunk_1_subchunk_1.wav,कैनाडा के क्रॉफ़र्ड लेक,Kannada Translator,Gulbarga,Education and Research,कैनाडा के क्रॉफ़र्ड लेक,1.983,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,कैनाडा [Canada] के क्रॉफ़र्ड [Crawford] लेक [Lake]
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503536_f353_chunk_2_subchunk_1.wav,जिसे यूनेस्को ने बायो रिजर्व,Kannada Translator,Gulbarga,Education and Research,जिसे यूनेस्को ने बायो रिजर्व,2.77,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,जिसे यूनेस्को [UNESCO] ने बायो [Bio] रिजर्व [Reserve]
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503536_f353_chunk_3_subchunk_1.wav,घोषित किया हुआ है,Kannada Translator,Gulbarga,Education and Research,घोषित किया हुआ है,1.503,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,घोषित किया हुआ है
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503536_f353_chunk_4_subchunk_1.wav,इस झील में बहुत सारी विशेषता पाई जाती है यह झील बहुत छोटी है लेकिन,Kannada Translator,Gulbarga,Education and Research,इस झील में बहुत सारी विशेषता पाई जाती है [uhh] ये झील बहुत छोटी है लेकिन,7.027,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,इस झील में बहुत सारी विशेषता पाई जाती है [uhh] यह झील बहुत छोटी है लेकिन
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503536_f353_chunk_5_subchunk_1.wav,बहुत गहरी भी है इसलिए इसके अलग अलग स्तर पर पानी अलग पाया जाता है वह मिक्स नहीं होता,Kannada Translator,Gulbarga,Education and Research,बहुत गहरी भी है [inhaling] इसलिए इसके अलग अलग स्तर पर पानी अलग पाया जाता है [uhh] वो मिक्स नहीं होता,9.759,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,बहुत गहरी भी है [inhaling] इसलिए इसके अलग-अलग स्तर पर पानी अलग पाया जाता है [uhh] वह मिक्स [Mix] नहीं होता
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503536_f353_chunk_6_subchunk_1.wav,कैल्शियम और कार्बोनेट पत्थरों से निकल कर पानी में पानी में मिल कर क्रिस्टल बना बनाते हैं वह झील की जो बॉटम है वह जो तलहटी में है जो तलहटी है उसमें सेट हो जाते हैं जो हर मौसम का हाल बताता है,Kannada Translator,Gulbarga,Education and Research,कैल्शियम और कार्बोनेट पत्थरों से [uhh] निकल कर पानी में पानी में मिल कर क्रिस्टल बना बनाते हैं [inhaling] वो झील की [uhh] जो बॉटम है वो जो तलहटी में है जो तलहटी है उसमें सेट हो जाते हैं जो हर मौसम का हाल बताता है,20.776,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,कैल्शियम [Calcium] और कार्बोनेट [Carbonate] पत्थरों से [uhh] निकल कर पानी में पानी में मिल कर क्रिस्टल [Crystal] बना बनाते हैं [inhaling] वह झील की [uhh] जो बॉटम [Bottom] है वह जो तलहटी में है जो तलहटी है उसमें सेट [Set] हो जाते हैं जो हर मौसम का हाल बताता है
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503536_f353_chunk_7_subchunk_1.wav,और इसके अलावा यह झील में सदियों से जमा हो रहे हैं बीज शूट जड़ और आइसोटोप्स मिट्टी की परतें जानवरों की हड्डियाँ आदि सब मिल जाते हैं,Kannada Translator,Gulbarga,Education and Research,और इसके अलावा [uhh] ये झील में सदियों से जमा हो रहे हैं बीज [uhh] शूट जड़ और आइसोटोप्स मिट्टी की परतें जानवरों की हड्डियाँ आदि सब मिल जाते हैं,15.999,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,और इसके अलावा [uhh] यह झील में सदियों से जमा हो रहे हैं बीज [uhh] शूट जड़ और आइसोटोप्स [Isotopes] मिट्टी की परतें जानवरों की हड्डियाँ आदि सब मिल जाते हैं
30-45,hi,White Collar,Female,Extempore,30-45,Icebreakers,9291400399515,Kannada,5348024557503536_f353_chunk_8_subchunk_1.wav,यूनिवर्सिटी कॉलेज ऑफ लंदन में जियो साइंटिस्ट साइमन टर्नर जी ने कहा है कि इस झील की तलहटी में आपको इंसानी इतिहास से जुड़े पर्यावरण बदलाव को पर्यावरण के बदलाव देखने को मिलते हैं,Kannada Translator,Gulbarga,Education and Research,यूनिवर्सिटी कॉलेज ऑफ लंदन में [uhh] जियो साइंटिस्ट साइमन टर्नर जी ने कहा है कि इस झील की तलहटी में आपको इंसानी इतिहास से जुड़े पर्यावरण बदलाव को [uhh] पर्यावरण के [uh-huh] बदलाव देखने को मिलते हैं,19.383,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,यूनिवर्सिटी [University] कॉलेज [College] ऑफ [Of] लंदन में [uhh] जियो [Geo] साइंटिस्ट [Scientist] साइमन [Simon] टर्नर [Turner] जी ने कहा है कि इस झील की तलहटी में आपको इंसानी इतिहास से जुड़े पर्यावरण बदलाव को [uhh] पर्यावरण के [uh-huh] बदलाव देखने को मिलते हैं
30-45,hi,White Collar,Female,Extempore,30-45,Public resources,9291400399515,Kannada,5348024557503543_f579_chunk_0_subchunk_1.wav,हमारे गाँव में और बड़े बड़े शहरों के बड़े बड़े स्कूल में जो,Kannada Translator,Gulbarga,Education and Research,हमारे गाँव में और बड़े बड़े शहरों के बड़े बड़े [uhh] स्कूल में जो,7.935,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,हमारे गाँव में और बड़े-बड़े शहरों के बड़े-बड़े [uhh] स्कूल [School] में जो
30-45,hi,White Collar,Female,Extempore,30-45,Public resources,9291400399515,Kannada,5348024557503543_f579_chunk_10_subchunk_1.wav,शहरों के स्कूल में वह आज़ादी वह अपनापन देखने को बहुत कम मिलता है जो गाँवों की शालाओं में बहुत ही आसानी से हम देख सकते हैं,Kannada Translator,Gulbarga,Education and Research,शहरों के स्कूल में वो आज़ादी वो अपनापन देखने को बहुत कम मिलता है जो गाँवों की [uhh] शालाओं में [uhh] बहुत ही आसानी से [uhh] हम देख सकते हैं,12.337,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,शहरों के स्कूल [School] में वह आज़ादी वह अपनापन देखने को बहुत कम मिलता है जो गाँवों की [uhh] शालाओं में [uhh] बहुत ही आसानी से [uhh] हम देख सकते हैं
30-45,hi,White Collar,Female,Extempore,30-45,Public resources,9291400399515,Kannada,5348024557503543_f579_chunk_11_subchunk_1.wav,और अपनापन जो है,Kannada Translator,Gulbarga,Education and Research,और अपनापन जो है,3.327,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,और अपनापन जो है
30-45,hi,White Collar,Female,Extempore,30-45,Public resources,9291400399515,Kannada,5348024557503543_f579_chunk_12_subchunk_1.wav,शिक्षकों और विद्यार्थियों में और सबसे बड़ी बात शिक्षकों को के प्रति जो गौरव है वह हमें गाँवों या छोटे शहरों में देखने को मिलता है वहीं शहरों में भले ही बच्चे,Kannada Translator,Gulbarga,Education and Research,शिक्षकों और विद्यार्थियों में और सबसे बड़ी बात शिक्षकों को के प्रति जो गौरव है वह हमें गाँवों या छोटे शहरों में देखने को मिलता है [stammers] वही शहरों में भले ही बच्चे,14.513,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,शिक्षकों और विद्यार्थियों में और सबसे बड़ी बात शिक्षकों को के प्रति जो गौरव है वह हमें गाँवों या छोटे शहरों में देखने को मिलता है [stammers] वहीं शहरों में भले ही बच्चे
30-45,hi,White Collar,Female,Extempore,30-45,Public resources,9291400399515,Kannada,5348024557503543_f579_chunk_13_subchunk_1.wav,स्कूल या कॉलेजेस जाते होंगे पढ़ते होंगे डरते भी होंगे लेकिन वह जो गौरव है वह जो विनम्र भाव है शिक्षकों के प्रति वह मिसिंग है शहरों के स्कूल में,Kannada Translator,Gulbarga,Education and Research,स्कूल या कॉलेजेस जाते होंगे पढ़ते होंगे डरते भी होंगे लेकिन वो जो गौरव है वो जो विनम्र भाव है शिक्षकों के प्रति वो मिसिंग है शहरों के स्कूल में,14.832,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,स्कूल [School] या कॉलेजेस [Colleges] जाते होंगे पढ़ते होंगे डरते भी होंगे [uhh] लेकिन वह जो गौरव है वह जो विनम्र भाव है शिक्षकों के प्रति वह मिसिंग [Missing] है शहरों के स्कूल [School] में
30-45,hi,White Collar,Female,Extempore,30-45,Public resources,9291400399515,Kannada,5348024557503543_f579_chunk_1_subchunk_1.wav,इक्को,Kannada Translator,Gulbarga,Education and Research,इक्को,0.543,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,इक्को
30-45,hi,White Collar,Female,Extempore,30-45,Public resources,9291400399515,Kannada,5348024557503543_f579_chunk_2_subchunk_1.wav,प्रमुख वित्याश है वह तो इन्फ्रास्ट्रक्चर की ही होती है,Kannada Translator,Gulbarga,Education and Research,प्रमुख वित्याश है [uhh] वो तो इन्फ्रास्ट्रक्चर की ही होती है,4.959,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,प्रमुख वित्याश है [uhh] वह तो इन्फ्रास्ट्रक्चर [Infrastructure] की ही होती है
30-45,hi,White Collar,Female,Extempore,30-45,Public resources,9291400399515,Kannada,5348024557503543_f579_chunk_3_subchunk_1.wav,बड़े बड़े स्कूलों में,Kannada Translator,Gulbarga,Education and Research,बड़े बड़े स्कूलों में,1.257,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,बड़े-बड़े स्कूलों में
30-45,hi,White Collar,Female,Extempore,30-45,Public resources,9291400399515,Kannada,5348024557503543_f579_chunk_4_subchunk_1.wav,एक बहुत अच्छे से प्रयोगशालाएँ अच्छे से,Kannada Translator,Gulbarga,Education and Research,एक बहुत अच्छे से [uhh] प्रयोगशालाएँ अच्छे से,5.181,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,एक बहुत अच्छे से [uhh] प्रयोगशालाएँ अच्छे से
30-45,hi,White Collar,Female,Extempore,30-45,Public resources,9291400399515,Kannada,5348024557503543_f579_chunk_5_subchunk_1.wav,क्लासरूम और विद्युत उपकरण यह सब कुछ मिलता है जो की बहुत सी गाँवों के शालाओं में वह उपलब्ध नहीं है,Kannada Translator,Gulbarga,Education and Research,क्लासरूम और [uhh] विद्युत उपकरण ये सब कुछ मिलता है जो की बहुत सी गाँवों के शालाओं में वो उपलब्ध नहीं है,12.447,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,क्लासरूम [Classroom] और [uhh] विद्युत उपकरण यह सब कुछ मिलता है जो की बहुत सी गाँवों के शालाओं में वह उपलब्ध नहीं है
30-45,hi,White Collar,Female,Extempore,30-45,Public resources,9291400399515,Kannada,5348024557503543_f579_chunk_6_subchunk_1.wav,और तो और कहीं गाँव की शालाओं में सरकारी शालाओं में जैसे हम पढ़ते रहते हैं समाचार पत्र वृत पत्रिकाओं में,Kannada Translator,Gulbarga,Education and Research,और तो और कहीं गाँव की शालाओं में सरकारी शालाओं में [uhh] जैसे हम पढ़ते रहते हैं समाचार पत्र वृत पत्रिकाओं में,10.143,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,और तो और कहीं गाँव की शालाओं में सरकारी शालाओं में [uhh] जैसे हम पढ़ते रहते हैं समाचार पत्र वृत पत्रिकाओं में
30-45,hi,White Collar,Female,Extempore,30-45,Public resources,9291400399515,Kannada,5348024557503543_f579_chunk_7_subchunk_1.wav,वहाँ पर शिक्षकों की ही कमी है और कई स्कूलों में तो शिक्षक हैं विद्यार्थी नहीं आ रहे हैं सरकारी स्कूलों में क्योंकि वह सब प्राइवेट एजुकेशन चाह रहे हैं और बड़े बड़े स्कूल्स में जा रहे हैं,Kannada Translator,Gulbarga,Education and Research,वहाँ पर शिक्षकों की ही कमी है और कई स्कूलों में तो शिक्षक हैं विद्यार्थी नहीं आ रहे हैं सरकारी स्कूलों में क्योंकि वो सब प्राइवेट एजुकेशन चाह रहे हैं और [uhh] बड़े बड़े स्कूल्स में जा रहे हैं,14.271,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,वहाँ पर शिक्षकों की ही कमी है और कई स्कूलों में तो शिक्षक हैं विद्यार्थी नहीं आ रहे हैं सरकारी स्कूलों में क्योंकि वह सब प्राइवेट [Private] एजुकेशन [Education] चाह रहे हैं और [uhh] बड़े-बड़े स्कूल्स [Schools] में जा रहे हैं
30-45,hi,White Collar,Female,Extempore,30-45,Public resources,9291400399515,Kannada,5348024557503543_f579_chunk_8_subchunk_1.wav,यह तो हुआ,Kannada Translator,Gulbarga,Education and Research,ये तो हुआ,1.312,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,यह तो हुआ
30-45,hi,White Collar,Female,Extempore,30-45,Public resources,9291400399515,Kannada,5348024557503543_f579_chunk_9_subchunk_1.wav,शहरों के स्कूल के अच्छे बात और गाँवों के स्कूल की कमियाँ अगर इसका विपरीत सोचा जाए,Kannada Translator,Gulbarga,Education and Research,शहरों के स्कूल के अच्छे बात और गाँवों के स्कूल की [uhh] कमियाँ अगर इसका विपरीत सोचा जाए,6.903,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,शहरों के स्कूल [School] के अच्छे बात और गाँवों के स्कूल [School] की [uhh] कमियाँ अगर इसका विपरीत सोचा जाए
30-45,hi,White Collar,Female,Extempore,30-45,Humanities and culture,9291400399515,Kannada,5348024557503548_f350_chunk_0_subchunk_1.wav,मेरा पसंदीदा गाना जो मैं हमेशा गुनगुनाती रहती हूँ वह है किशोर कुमार जी का ओ मेरे दिल के चैन,Kannada Translator,Gulbarga,Education and Research,मेरा पसंदीदा गाना [uhh] जो मैं हमेशा गुनगुनाती रहती हूँ [uhh] वो है किशोर कुमार जी का ओ मेरे दिल के चैन,11.266,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,मेरा पसंदीदा गाना [uhh] जो मैं हमेशा गुनगुनाती रहती हूँ [uhh] वह है किशोर कुमार जी का ओ मेरे दिल के चैन
30-45,hi,White Collar,Female,Extempore,30-45,Humanities and culture,9291400399515,Kannada,5348024557503549_f580_chunk_0_subchunk_1.wav,जी हाँ मैं यह ज़रूरी मानती हूँ कि हमारे पूर्वजों की पीढ़ी हम से और आजकल की नई पीढ़ी से बहुत ज़्यादा धार्मिक थी,Kannada Translator,Gulbarga,Education and Research,जी हाँ मैं यह ज़रूरी मानती हूँ कि हमारे पूर्वजों की पीढ़ी हम से और आजकल की नई पीढ़ी से बहुत ज़्यादा धार्मिक थी,10.526,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,जी हाँ मैं यह ज़रूरी मानती हूँ कि हमारे पूर्वजों की पीढ़ी हम से और आजकल की नई पीढ़ी से बहुत ज़्यादा धार्मिक थी
30-45,hi,White Collar,Female,Extempore,30-45,Humanities and culture,9291400399515,Kannada,5348024557503549_f580_chunk_10_subchunk_1.wav,हम मान सकते हैं जिसे हम मान सकते हैं कि हमारी पुरानी पीढ़ी बहुत ही ज़्यादा हमसे धार्मिक थी और शायद इसी वजह से उनका समाज ज़्यादा,Kannada Translator,Gulbarga,Education and Research,हम मान सकते हैं जिसे हम मान सकते हैं कि हमारी पुरानी पीढ़ी बहुत ही ज़्यादा हमसे धार्मिक थी और शायद इसी वजह से [uhh] उनका समाज [uhh] ज़्यादा,14.765,QC1_4_silence_insertion,Karnataka,Post Grad + PhD,Full Time,हम मान सकते हैं जिसे हम मान सकते हैं कि हमारी पुरानी पीढ़ी बहुत ही ज़्यादा हमसे धार्मिक थी और शायद इसी वजह से [uhh] उनका समाज [uhh] ज़्यादा
