verbatim,normalized,duration,scenario,fname,native_language,gender,age_group,native_state,native_district,sp_id,text,lang,task_name,job_category,occupation_domain,occupation,job_type,age-group,qual,qc1_applied
टूर के दौरान प्रधानमंत्री जी ने साइन किए हैं एच वन बी वीज़ा रिलैक्सेशन भी इंडियंस को मिलने वाला है ट्रेड रिलेशन्स दोनों देशों के बीच का सुधारने का काम [uhh] इस दौरे में हुआ है,टूर [Tour] के दौरान प्रधानमंत्री जी ने साइन [Sign] किए हैं एच [H] वन [One] बी [B] वीज़ा [Visa] रिलैक्सेशन [Relaxation] भी इंडियंस [Indians] को मिलने वाला है ट्रेड [Trade] रिलेशन्स [Relations] दोनों देशों के बीच का सुधारने का काम [uhh] इस दौरे में हुआ है,14.75,Extempore,5348024557504754_f596_chunk_10_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,टूर के दौरान प्रधानमंत्री जी ने साइन किए हैं एच वन बी वीज़ा रिलैक्सेशन भी इंडियंस को मिलने वाला है ट्रेड रिलेशन्स दोनों देशों के बीच का सुधारने का काम इस दौरे में हुआ है,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_5_upsampling_simulation
क्वांटम और आर्टिफिशियल इंटेलिजेंस जैसी नई टेक्नोलॉजीस है उसमें [uhh] दोनों देश एक [uhh] एक दूसरे का सहयोग करने वाले हैं,क्वांटम [Quantum] और आर्टिफिशियल [Artificial] इंटेलिजेंस [Intelligence] जैसी नई टेक्नोलॉजीस [Technologies] है उसमें [uhh] दोनों देश एक [uhh] एक-दूसरे का सहयोग करने वाले हैं,9.855,Extempore,5348024557504754_f596_chunk_11_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,क्वांटम और आर्टिफिशियल इंटेलिजेंस जैसी नई टेक्नोलॉजीस है उसमें दोनों देश एक एक दूसरे का सहयोग करने वाले हैं,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_4_silence_insertion+QC1_5_upsampling_simulation
पीपल टू पीपल भी कुछ [uhh] समझौते हो गए हैं,पीपल [People] टू [To] पीपल [People] भी कुछ [uhh] समझौते हो गए हैं,4.479,Extempore,5348024557504754_f596_chunk_1_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,पीपल टू पीपल भी कुछ समझौते हो गए हैं,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_3_sample_rate_reduction
और डिफेंस में उन्होंने एक जेट इंजन डील साइन किया है जो एग्रीमेंट इट इज़ अ बिट्वीन जि एयरोस्पेस एंड एच ए एल,और डिफेंस [Defence] में उन्होंने एक जेट [Jet] इंजन [Engine] डील [Deal] साइन [Sign] किया है जो एग्रीमेंट [Agreement] इट [It] इज़ [Is] अ [A] बिट्वीन [Between] जि [G] एयरोस्पेस [Aerospace] एंड [and] एच [H] ए [A] एल [L],8.415,Extempore,5348024557504754_f596_chunk_2_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,और डिफेंस में उन्होंने एक जेट इंजन डील साइन किया है जो एग्रीमेंट इट इज़ अ बिट्वीन जि एयरोस्पेस एंड एच ए एल,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_3_sample_rate_reduction
जो नाइनटी नाइन एफ फोर वन फोर जेट इंजन्स [uhh] मतलब जो लाइट कॉम्बैट एयरक्राफ़्ट होते हैं तेजस एम के टू उसके लिए उसका इस्तेमाल हो जाएगा,जो नाइनटी [Ninety] नाइन [Nine] एफ [F] फोर [Four] वन [One] फोर [Four] जेट [Jet] इंजन्स [Engines] [uhh] मतलब जो लाइट [Light] कॉम्बैट [Combat] एयरक्राफ़्ट [Aircraft] होते हैं तेजस एम [M] के [K] टू [Two] उसके लिए उसका इस्तेमाल हो जाएगा,11.102,Extempore,5348024557504754_f596_chunk_3_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,जो नाइनटी नाइन एफ फोर वन फोर जेट इंजन्स मतलब जो लाइट कॉम्बैट एयरक्राफ़्ट होते हैं तेजस एम के टू उसके लिए उसका इस्तेमाल हो जाएगा,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_2_corrupt_simulation
वो [uhh] उसका साइनिंग उन्होंने किया है,वह [uhh] उसका साइनिंग [Signing] उन्होंने किया है,3.231,Extempore,5348024557504754_f596_chunk_4_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,वह उसका साइनिंग उन्होंने किया है,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
शिप रिपेयर्स का एक मास्टरशिप रिपेयर एग्रीमेंट हो गया है यूएस नेवी और अपना एलएनटी शिपयार्ड चेन्नई का जो है उसके बीच में ड्रोन्स प्रोक्योरमेंट के लिए भी एक साइनिंग हुआ है जिसमें [uhh] इकत्तीस जनरल ऑटोमेटिक,शिप [Ship] रिपेयर्स [Repairs] का एक मास्टर   [Master] शिप [ship] रिपेयर [Repair] एग्रीमेंट [Agreement] हो गया है यू [U] एस [S] नेवी [Navy] और अपना एल [L] एन [&] टी [T] शिपयार्ड [Shipyard] चेन्नई का जो है उसके बीच में ड्रोन्स [Drones] प्रोक्योरमेंट [Procurement] के लिए भी एक साइनिंग [Signing] हुआ है जिसमें [uhh] इकत्तीस जनरल [General] ऑटोमेटिक [Automatic],16.549,Extempore,5348024557504754_f596_chunk_5_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,शिप रिपेयर्स का एक मास्टर शिप रिपेयर एग्रीमेंट हो गया है यू एस नेवी और अपना एल एन टी शिपयार्ड चेन्नई का जो है उसके बीच में ड्रोन्स प्रोक्योरमेंट के लिए भी एक साइनिंग हुआ है जिसमें इकत्तीस जनरल ऑटोमेटिक,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_2_corrupt_simulation
जनरल एटॉमिक हाई अल्टीट्यूड लॉन्ग एंड्युरेंस [uhh] ड्रोन ख़रीदने वाले हैं,जनरल [General] एटॉमिक [Atomic] हाई [High] अल्टीट्यूड [Altitude] लॉन्ग [Long] एंड्युरेंस [Endurance] [uhh] ड्रोन [Drone] ख़रीदने वाले हैं,5.065,Extempore,5348024557504754_f596_chunk_6_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,जनरल एटॉमिक हाई अल्टीट्यूड लॉन्ग एंड्युरेंस ड्रोन ख़रीदने वाले हैं,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
स्पेस में नासा और इसरो का टाइप हो गया है इसमें इंडिया का जो मिशन है [uhh] इंटरनेशनल स्पेस स्टेशन में जो टू थाउजेंड ट्वेंटी फोर में जाने वाला है तो उसके संदर्भ में नासा उनको एडवांस ट्रेनिंग हमारे एस्ट्रोनोट्स को दे देने वाली है,स्पेस [Space] में नासा [NASA] और इसरो [ISRO] का टाइप [Type] हो गया है इसमें इंडिया [India] का जो मिशन [Mission] है [uhh] इंटरनेशनल [International] स्पेस [Space] स्टेशन [Station] में जो टू [Two] थाउजेंड [Thousand] ट्वेंटी [Twenty] फोर [Four] में जाने वाला है तो उसके संदर्भ में नासा [NASA] उनको एडवांस [Advance] ट्रेनिंग [Training] हमारे एस्ट्रोनोट्स [Astronauts] को दे देने वाली है,17.151,Extempore,5348024557504754_f596_chunk_7_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,स्पेस में नासा और इसरो का टाइप हो गया है इसमें इंडिया का जो मिशन है इंटरनेशनल स्पेस स्टेशन में जो टू थाउजेंड ट्वेंटी फोर में जाने वाला है तो उसके संदर्भ में नासा उनको एडवांस ट्रेनिंग हमारे एस्ट्रोनोट्स को दे देने वाली है,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_4_silence_insertion
माइक्रोन टेक्नोलॉजी जो है वो भारत में एट हंड्रेड मिलियन डॉलर्स इन्वेस्ट करने वाली है सेमी कंडक्टर्स असेंबली के लिए जो फ़ैसिलिटी गुजरात में बन रही है ये पी पी पी डील है,माइक्रोन [Micron] टेक्नोलॉजी [Technology] जो है वह भारत में एट [Eight] हंड्रेड [Hundred] मिलियन [Million] डॉलर्स [Dollars] इन्वेस्ट [Invest] करने वाली है सेमी [Semi] कंडक्टर्स [Conductors] असेंबली [Assembly] के लिए जो फ़ैसिलिटी [Facility] गुजरात में बन रही है यह पी [P] पी [P] पी [P] डील [Deal] है,9.855,Extempore,5348024557504754_f596_chunk_8_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,माइक्रोन टेक्नोलॉजी जो है वह भारत में एट हंड्रेड मिलियन डॉलर्स इन्वेस्ट करने वाली है सेमी कंडक्टर्स असेंबली के लिए जो फ़ैसिलिटी गुजरात में बन रही है यह पी पी पी डील है,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_5_upsampling_simulation
और एडवांस टेलीकॉम नेटवर्क्स यूएसए और इंडिया के दरमियान फ़ाइव जी और सिक्स जी नेटवर्क डेवलप करने के लिए होने वाले हैं ऐसे बहुत से [uhh] समझौते [uhh] यूएस,और एडवांस [Advance] टेलीकॉम [Telecom] नेटवर्क्स [Networks] यू [U] एस [S] ए [A] और इंडिया [India] के दरमियान फ़ाइव [Five] जी [G] और सिक्स [Six] जी [G] नेटवर्क [Network] डेवलप [Develop] करने के लिए होने वाले हैं ऐसे बहुत से [uhh] समझौते [uhh] यू [U] एस [S],12.063,Extempore,5348024557504754_f596_chunk_9_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,और एडवांस टेलीकॉम नेटवर्क्स यू एस ए और इंडिया के दरमियान फ़ाइव जी और सिक्स जी नेटवर्क डेवलप करने के लिए होने वाले हैं ऐसे बहुत से समझौते यू एस,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_4_silence_insertion
हम जब लिखते हैं तो लिखने वक़्त कोसंट्रेशन बहुत ज़रूरी होता है फोकस रहना बहुत ज़रूरी रहता है,हम जब लिखते हैं तो लिखने वक़्त कोसंट्रेशन [Concentration] बहुत ज़रूरी होता है फोकस [Focus] रहना बहुत ज़रूरी रहता है,6.687,Extempore,5348024557504758_f396_chunk_0_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,हम जब लिखते हैं तो लिखने वक़्त कोसंट्रेशन बहुत ज़रूरी होता है फोकस रहना बहुत ज़रूरी रहता है,hi,Humanities and culture,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
क्यूंकि ले लेखन जो है वो प्रतिभा एक ईश्वर की देन होती हैं जो हर किसी को नहीं मिलती,क्योंकि ले लेखन जो है वह प्रतिभा एक ईश्वर की देन होती है जो हर किसी को नहीं मिलती,5.439,Extempore,5348024557504758_f396_chunk_1_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,क्योंकि ले लेखन जो है वह प्रतिभा एक ईश्वर की देन होती है जो हर किसी को नहीं मिलती,hi,Humanities and culture,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_4_silence_insertion+QC1_5_upsampling_simulation
हम अपने जीवन में जो अच्छे भले भुरे अनुभव ले लेते हैं [uhh] वो हमारे विचार हमारी कल्पनाएं हमारी भावनाएं हमारे सुप्त मन में समाई जाती रहती हैं और एकाध दिन ऐसा आता है जब एक स्टिमुलस या चेतक का क्षण आता है जब वो अनुभूति शब्दरूप लेके बाहर आ जाती हैं,हम अपने जीवन में जो अच्छे भले बुरे अनुभव ले लेते हैं [uhh] वह हमारे विचार हमारी कल्पनाएँ हमारी भावनाएँ हमारे सुप्त मन में समाई जाती रहती हैं और एकाध दिन ऐसा आता है जब एक स्टिमुलस [Stimulus] या चेतक का क्षण आता है जब वह अनुभूति शब्दरूप लेकर बाहर आ जाती हैं,19.55,Extempore,5348024557504758_f396_chunk_2_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,हम अपने जीवन में जो अच्छे भले बुरे अनुभव ले लेते हैं वह हमारे विचार हमारी कल्पनाएँ हमारी भावनाएँ हमारे सुप्त मन में समाई जाती रहती हैं और एकाध दिन ऐसा आता है जब एक स्टिमुलस या चेतक का क्षण आता है जब वह अनुभूति शब्दरूप लेकर बाहर आ जाती हैं,hi,Humanities and culture,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_5_upsampling_simulation
पोएट्री के बारे में ऐसा कहा जाता है पॉल वेलरी का को्ट है की वो कहते हैं की वन लाइन इज़ गिवेन टू द पोएट बाय गॉड और बाय नेचर द रेस्ट इज़ टू डिस्कवर फॉर हिम्सेल्फ,पोएट्री [Poetry] के बारे में ऐसा कहा जाता है पॉल [Paul] वेलरी [Verlaine] का को्ट [Quote] है की वह कहते हैं की वन [One] लाइन [Line] इज़ [Is] गिवेन [Given] टू [Two] द [The] पोएट [Poet] बाय [By] गॉड [God] और बाय [By] नेचर [Nature] द [The] रेस्ट [Rest] इज़ [Is] टू [To] डिस्कवर [Discover] फॉर [For] हिम्सेल्फ [Himself] ,10.472,Extempore,5348024557504758_f396_chunk_3_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,पोएट्री के बारे में ऐसा कहा जाता है पॉल वेलरी का को्ट है की वह कहते हैं की वन लाइन इज़ गिवेन टू द पोएट बाय गॉड और बाय नेचर द रेस्ट इज़ टू डिस्कवर फॉर हिम्सेल्फ,hi,Humanities and culture,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_4_silence_insertion+QC1_5_upsampling_simulation
मैं डायरी या जर्नल तो नहीं लिखता [uhh] लेकिन किताबें ज़रूर लिखता हूँ और मैं मराठी में मेरा जो लेखन है वो मराठी में किया है,मैं डायरी [Diary] या जर्नल [Journal] तो नहीं लिखता [uhh] लेकिन किताबें ज़रूर लिखता हूँ और मैं मराठी में मेरा जो लेखन है वह मराठी में किया है,8.319,Extempore,5348024557504758_f396_chunk_4_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,मैं डायरी या जर्नल तो नहीं लिखता लेकिन किताबें ज़रूर लिखता हूँ और मैं मराठी में मेरा जो लेखन है वह मराठी में किया है,hi,Humanities and culture,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_2_corrupt_simulation
मैं सोशल मीडिया का ज़्यादा इस्तेमाल नहीं करता पर ज़रूरत के हिसाब में वाट्सऐप यूज़ करता हूँ,मैं सोशल [Social] मीडिया [Media] का ज़्यादा इस्तेमाल नहीं करता पर ज़रूरत के हिसाब में वाट्सऐप [WhatsApp] यूज़ [Use] करता हूँ,6.591,Extempore,5348024557504761_f404_chunk_0_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,मैं सोशल मीडिया का ज़्यादा इस्तेमाल नहीं करता पर ज़रूरत के हिसाब में वाट्सऐप यूज़ करता हूँ,hi,Science and Technology,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
मेरा एक यूट्यूब चैनल है जिसके प्रसार में वॉट्सऐप बहुत कारगर सिद्ध हुआ है,मेरा एक यूट्यूब [YouTube] चैनल [Channel] है जिसके प्रसार में वॉट्सऐप [WhatsApp] बहुत कारगर सिद्ध हुआ है,5.727,Extempore,5348024557504761_f404_chunk_1_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,मेरा एक यूट्यूब चैनल है जिसके प्रसार में वॉट्सऐप बहुत कारगर सिद्ध हुआ है,hi,Science and Technology,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_5_upsampling_simulation
एक बार मैंने सुविख्यात सिंगर लता मंगेशकर जी का इंटरव्यू लिया था एक बार आशा भोसले जी का भी इंटरव्यू लिया था तो वॉट्सऐप पे मैंने शेयर कर दिए तो वायरल हो गए थे और देश में से ही नहीं बल्कि विदेश में से ही,एक बार मैंने सुविख्यात सिंगर [Singer] लता मंगेशकर जी का इंटरव्यू [Interview] लिया था एक बार आशा भोसले जी का भी इंटरव्यू [Interview] लिया था तो वॉट्सऐप [WhatsApp] पर मैंने शेयर [Share] कर दिए तो वायरल [Viral] हो गए थे और देश में से ही नहीं बल्कि विदेश में से ही,14.462,Extempore,5348024557504761_f404_chunk_2_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,एक बार मैंने सुविख्यात सिंगर लता मंगेशकर जी का इंटरव्यू लिया था एक बार आशा भोसले जी का भी इंटरव्यू लिया था तो वॉट्सऐप पर मैंने शेयर कर दिए तो वायरल हो गए थे और देश में से ही नहीं बल्कि विदेश में से ही,hi,Science and Technology,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_4_silence_insertion
मुझे बहुत रिस्पोंस आया था दूर दूर से उसका फीडबैक मुझे मिला मेरे कॉन्टेक्ट्स भी बढ़े,मुझे बहुत रिस्पोंस [Response] आया था दूर-दूर से उसका फीडबैक [Feedback] मुझे मिला मेरे कॉन्टेक्ट्स [Contacts] भी बढ़े,6.879,Extempore,5348024557504761_f404_chunk_3_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,मुझे बहुत रिस्पोंस आया था दूर दूर से उसका फीडबैक मुझे मिला मेरे कॉन्टेक्ट्स भी बढ़े,hi,Science and Technology,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
हाँ लेकिन सोशल मीडिया हमारे प्राइवेसी पर आक्रमण माना जा सकता है,हाँ लेकिन सोशल [Social] मीडिया [Media] हमारे प्राइवेसी [Privacy] पर आक्रमण माना जा सकता है,4.575,Extempore,5348024557504761_f404_chunk_4_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,हाँ लेकिन सोशल मीडिया हमारे प्राइवेसी पर आक्रमण माना जा सकता है,hi,Science and Technology,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_4_silence_insertion
क्योंकि उसका इस्तेमाल बहुत सही ढंग से करना ज़रूरी होता है,क्योंकि उसका इस्तेमाल बहुत सही ढंग से करना ज़रूरी होता है,3.423,Extempore,5348024557504761_f404_chunk_5_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,क्योंकि उसका इस्तेमाल बहुत सही ढंग से करना ज़रूरी होता है,hi,Science and Technology,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_4_silence_insertion+QC1_5_upsampling_simulation
क्योंकि आजकल तरह तरह के स्कैम्स सोशल मीडिया के जरिए से होते हुए दिखाई देते हैं,क्योंकि आजकल तरह तरह के स्कैम्स [Scams] सोशल [Social] मीडिया [Media] के जरिए से होते हुए दिखाई देते हैं,5.247,Extempore,5348024557504761_f404_chunk_6_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,क्योंकि आजकल तरह तरह के स्कैम्स सोशल मीडिया के जरिए से होते हुए दिखाई देते हैं,hi,Science and Technology,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_5_upsampling_simulation
इसलिए बहुत सावधानतापूर्वक सोशल मीडिया का यूज़ होना चाहिए ऐसा मुझे लगता है,इसलिए बहुत सावधानीपूर्वक सोशल [Social] मीडिया [Media] का यूज़ [Use] होना चाहिए ऐसा मुझे लगता है,5.535,Extempore,5348024557504761_f404_chunk_7_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,इसलिए बहुत सावधानीपूर्वक सोशल मीडिया का यूज़ होना चाहिए ऐसा मुझे लगता है,hi,Science and Technology,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
हमारे गोवा की मराठी और कोंकणी ये दो प्रमुख भाषाएँ हैं सदियों से यहाँ का लिखित व्यवहार सब लिखना पढ़ना मराठी में होता आया है,हमारे गोवा की मराठी और कोंकणी यह दो प्रमुख भाषाएँ हैं सदियों से यहाँ का लिखित व्यवहार सब लिखना पढ़ना मराठी में होता आया,9.471,Extempore,5348024557504764_f401_chunk_0_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,हमारे गोवा की मराठी और कोंकणी यह दो प्रमुख भाषाएँ हैं सदियों से यहाँ का लिखित व्यवहार सब लिखना पढ़ना मराठी में होता आया,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_3_sample_rate_reduction
हिन्दू और कैथलिक अपनी अपनी प्रथाएँ परम्पराएँ सँभालते हुए आए हैं,हिन्दू और कैथलिक [Catholic] अपनी-अपनी प्रथाएँ परम्पराएँ सँभालते हुए आए हैं,4.575,Extempore,5348024557504764_f401_chunk_10_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,हिन्दू और कैथलिक अपनी अपनी प्रथाएँ परम्पराएँ सँभालते हुए आए हैं,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_4_silence_insertion
कैथलिक हर रोज़ चर्च जाते हैं हिन्दू मंदिर जाते है,कैथलिक [Catholic] हर रोज़ चर्च [Church] जाते हैं हिन्दू मंदिर जाते है,2.943,Extempore,5348024557504764_f401_chunk_11_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,कैथलिक हर रोज़ चर्च जाते हैं हिन्दू मंदिर जाते है,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_3_sample_rate_reduction
जबकि यहाँ के जो कैथलिक हैं उनके पूर्वज हिन्दू थे जिनका इन्क्विजिशन के दरमियान धर्मांतरण हो गया और उन्हें क्रिश्चयन बनाया गया था इसलिए आज भी यहाँ के कई क्रिश्ची लोग अपने पूर्वज हिन्दू थे यह नहीं भूले हैं आज भी वो अपनी पुरानी देव देवतांग के मंदिरों में दर्शन के लिए जाते रहे हैं,जबकि यहाँ के जो कैथलिक [Catholic] हैं उनके पूर्वज हिन्दू थे जिनका इन्क्विजिशन [Inquisition] के दरमियान धर्मांतरण हो गया और उन्हें क्रिश्चयन [Christion] बनाया गया था इसलिए आज भी यहाँ के कई क्रिश्ची [Christie] लोग अपने पूर्वज हिन्दू थे यह नहीं भूले हैं आज भी वह अपनी पुरानी देव देवताओं के मंदिरों में दर्शन के लिए जाते रहे हैं,20.772,Extempore,5348024557504764_f401_chunk_12_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,जबकि यहाँ के जो कैथलिक हैं उनके पूर्वज हिन्दू थे जिनका इन्क्विजिशन के दरमियान धर्मांतरण हो गया और उन्हें क्रिश्चयन बनाया गया था इसलिए आज भी यहाँ के कई क्रिश्ची लोग अपने पूर्वज हिन्दू थे यह नहीं भूले हैं आज भी वह अपनी पुरानी देव देवताओं के मंदिरों में दर्शन के लिए जाते रहे हैं,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_5_upsampling_simulation
यहाँ के हिंदुओं की [uhh] यहाँ के हिंदू भी सेंट फ्रांसिस जेवियर की चर्च में प्रार्थना के लिए जाने में [uhh] कोई दिक्कत नहीं मानते हैं ये भाईचारा ही गोवा की विशेषता है और यही गोवा की पहचान रही है,यहाँ के हिंदुओं की [uhh] यहाँ के हिंदू भी सेंट [Saint] फ्रांसिस [Francis] जेवियर [Xavier] की चर्च [Church] में प्रार्थना के लिए जाने में [uhh] कोई दिक्कत नहीं मानते हैं यह भाई-चारा ही गोवा की विशेषता है और यही गोवा की पहचान रही है,16.142,Extempore,5348024557504764_f401_chunk_13_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,यहाँ के हिंदुओं की यहाँ के हिंदू भी सेंट फ्रांसिस जेवियर की चर्च में प्रार्थना के लिए जाने में कोई दिक्कत नहीं मानते हैं यह भाई चारा ही गोवा की विशेषता है और यही गोवा की पहचान रही है,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_4_silence_insertion
और सिर्फ बोलने के लिए कोंकणी का कोंकणी डायलेक्ट का इस्तेमाल होता था,और सिर्फ बोलने के लिए कोंकणी का कोंकणी डायलेक्ट [Dialect] का इस्तेमाल होता था,4.767,Extempore,5348024557504764_f401_chunk_1_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,और सिर्फ बोलने के लिए कोंकणी का कोंकणी डायलेक्ट का इस्तेमाल होता था,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_1_format_conversion+QC1_3_sample_rate_reduction
गोवा मुक्ति के पश्चात कोंकणी को [uhh] साहित्य अकादमी ने,गोवा मुक्ति के पश्चात कोंकणी को [uhh] साहित्य अकादमी ने,4.512,Extempore,5348024557504764_f401_chunk_2_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,गोवा मुक्ति के पश्चात कोंकणी को साहित्य अकादमी ने,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_4_silence_insertion+QC1_5_upsampling_simulation
ने परिशिष्ठ भाषाओं में स्थान दिया और एक स्वतंत्र भाषा के रूप में,ने परिशिष्ठ भाषाओं में स्थान दिया और एक स्वतंत्र भाषा के रूप में,4.863,Extempore,5348024557504764_f401_chunk_3_subchunk_1.wav,Marathi,Male,45-60,Goa,North Goa,9970800351897,ने परिशिष्ठ भाषाओं में स्थान दिया और एक स्वतंत्र भाषा के रूप में,hi,Icebreakers,Full Time,Information and Media,EDITOR OF A DAILY NEWSPAPER,White Collar,45-60,Post Grad + PhD,QC1_3_sample_rate_reduction+QC1_4_silence_insertion
