Filename,Indiconformer_Hypothesis,vocab_list
5348024557502803_f819_chunk_0_subchunk_1_QC1_1_format_conversion.wav,तुम क्या सुझाव दोगे मेरे इस सप्तान में देखते के लिए,"['के', 'इस', 'दोगे', 'तुम', 'लिए', 'सप्तान', 'में', 'देखते', 'सुझाव', 'मेरे', 'क्या']"
5348024557502833_f614_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,भारत के पास राज्य का नाम है,"['पास', 'के', 'भारत', 'नाम', 'है', 'का', 'राज्य']"
5348024557503661_f632_chunk_13_subchunk_1_QC1_5_upsampling_simulation.wav,फिर उसके बाद डॉक्ट इंजीनियर इन सब प्रोफेशन में जाने के लिए,"['सब', 'के', 'प्रोफेशन', 'डॉक्ट', 'बाद', 'जाने', 'फिर', 'उसके', 'लिए', 'इन', 'में', 'इंजीनियर']"
5348024557502856_f1066_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,केंद्र शासित प्रदेश के रूप में चंडीगढ़ राज्यस्तरीय चुनाव का हकदार नहीं है इसलिए राज्य विधानसभा चुनाव नहीं होते है और यह सीधे केंद्र द्वारा नियंत्रित है,"['के', 'विधानसभा', 'इसलिए', 'राज्यस्तरीय', 'प्रदेश', 'होते', 'का', 'यह', 'में', 'सीधे', 'रूप', 'नहीं', 'है', 'चंडीगढ़', 'राज्य', 'केंद्र', 'नियंत्रित', 'चुनाव', 'शासित', 'हकदार', 'द्वारा', 'और']"
5348024557503656_f273_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,एक ऐसा किताब जिसने मुझे रूला तो नहीं दिया लेकिन मुझे बहुत इमोशनल कर दिया था वो है,"['रूला', 'दिया', 'किताब', 'एक', 'तो', 'लेकिन', 'इमोशनल', 'मुझे', 'बहुत', 'ऐसा', 'था', 'जिसने', 'वो', 'कर', 'नहीं', 'है']"
5348024557503377_f1309_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,यह ज्यादातर चीनतिबट्टी भाषा परिवार से संबंधित है,"['ज्यादातर', 'यह', 'भाषा', 'संबंधित', 'चीनतिबट्टी', 'से', 'परिवार', 'है']"
5348024557503543_f579_chunk_6_subchunk_1_QC1_4_silence_insertion.wav,औरतों और कईं गांवों की शालाओं में सरकारी शालाओं ें अजैसे हम पड़ते रहते हैं समाचार पत्र वृत्त पत्रिकाओं में,"['वृत्त', 'औरतों', 'गांवों', 'पत्रिकाओं', 'शालाओं', 'की', 'अजैसे', 'सरकारी', 'हैं', 'रहते', 'समाचार', 'पत्र', 'कईं', 'में', 'ें', 'पड़ते', 'और', 'हम']"
5348024557503535_f352_chunk_11_subchunk_1_QC1_4_silence_insertion.wav,और सर्दियों के अरात के आकाश भी,"['सर्दियों', 'के', 'अरात', 'आकाश', 'भी', 'और']"
5348024557503313_f744_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,हाउसिंग की बात करें तो यहां दूसरे जगहों की तरह हाउसिंग एक कारोबार नहीं बन पाया है,"['यहां', 'कारोबार', 'नहीं', 'करें', 'तो', 'एक', 'पाया', 'जगहों', 'दूसरे', 'बन', 'हाउसिंग', 'बात', 'तरह', 'की', 'है']"
5348024557503656_f273_chunk_3_subchunk_1_QC1_5_upsampling_simulation.wav,एक कहानी है डेविड कॉपर फिल्ड और ऑलीवुड टूविस्ट भी वैसे ही एक कहानी है एक छोटा सा अनाथ बच्चा ऑलीवरजॉब,"['ही', 'ऑलीवुड', 'कॉपर', 'एक', 'कहानी', 'वैसे', 'डेविड', 'छोटा', 'फिल्ड', 'सा', 'ऑलीवरजॉब', 'टूविस्ट', 'बच्चा', 'भी', 'अनाथ', 'और', 'है']"
5348024557503604_f750_chunk_1_subchunk_1_QC1_5_upsampling_simulation.wav,मुझे,['मुझे']
5348024557502906_f625_chunk_1_subchunk_1_QC1_1_format_conversion.wav,जिनसे स्थानिक निनिवासियों को आराम और उपयोगिता मिली है,"['निनिवासियों', 'मिली', 'उपयोगिता', 'आराम', 'को', 'स्थानिक', 'जिनसे', 'और', 'है']"
5348024557503656_f273_chunk_5_subchunk_1_QC1_5_upsampling_simulation.wav,के ये जो छोटे जो बच्चे होते हैं विक्टोरियनेरा के वक्त जो छोटे बच्चे होते थे जिनका माबाप नहीं होता था जो अनाथ होते थे उन लोगों के जो स्ट्रगल होते हैं,"['के', 'जो', 'लोगों', 'ये', 'विक्टोरियनेरा', 'था', 'वक्त', 'उन', 'होते', 'थे', 'स्ट्रगल', 'हैं', 'होता', 'अनाथ', 'नहीं', 'माबाप', 'छोटे', 'जिनका', 'बच्चे']"
5348024557503477_f610_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,हम लोग ये जो मिडल जेनरेशन के लोग हैं हम लोगों को ये आगे वाले,"['के', 'आगे', 'मिडल', 'जो', 'जेनरेशन', 'हैं', 'लोगों', 'ये', 'वाले', 'को', 'लोग', 'हम']"
5348024557503524_f581_chunk_4_subchunk_1_QC1_4_silence_insertion.wav,कि यह कॉटन का ड्रेस है एकतो वो कॉटन का बिलकुल भी नहीं है अ उसका क्वालिटी बहुत ज्यादा खराब है और टोटल ट्रांसपरंट है कपड़ा पारदर्शक है,"['क्वालिटी', 'खराब', 'कि', 'कॉटन', 'वो', 'उसका', 'ज्यादा', 'ड्रेस', 'एकतो', 'ट्रांसपरंट', 'बिलकुल', 'टोटल', 'बहुत', 'का', 'यह', 'कपड़ा', 'नहीं', 'है', 'पारदर्शक', 'भी', 'अ', 'और']"
5348024557503660_f269_chunk_6_subchunk_1_QC1_5_upsampling_simulation.wav,एक बहुत बड़ा प्रभाव हुआ था मेरे ऊपर,"['प्रभाव', 'बड़ा', 'ऊपर', 'एक', 'था', 'हुआ', 'बहुत', 'मेरे']"
5348024557503245_f587_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,से ज्यादा लगाव है अगर बाकी फीलड देखें तो उसे अच्छा मेरी भाषा मे मेरी कमांड है,"['फीलड', 'भाषा', 'तो', 'ज्यादा', 'देखें', 'मेरी', 'मे', 'लगाव', 'बाकी', 'उसे', 'कमांड', 'अगर', 'से', 'अच्छा', 'है']"
5348024557502784_f400_chunk_3_subchunk_1_QC1_1_format_conversion.mp3,उसमें बहुत ताकत है कि सुने वाला जो है उसको अपने,"['उसको', 'वाला', 'जो', 'ताकत', 'कि', 'अपने', 'उसमें', 'सुने', 'बहुत', 'है']"
5348024557503313_f744_chunk_2_subchunk_1_QC1_3_sample_rate_reduction.wav,नॉनचाइबर लोग अक्सर किराया के घर में रहते हं जिसका किराया यहाँ उतना महंगा नहीं होता है लोग अपने स्तर और आलोग अपनी ्तर और आवश्यकता के हिसाब से मकान किराय पर लेते हैं,"['के', 'हिसाब', 'जिसका', 'अपने', 'हं', 'से', 'लेते', 'किराया', 'अक्सर', '्तर', 'किराय', 'होता', 'हैं', 'आवश्यकता', 'रहते', 'अपनी', 'स्तर', 'मकान', 'में', 'घर', 'नहीं', 'है', 'लोग', 'पर', 'नॉनचाइबर', 'उतना', 'महंगा', 'आलोग', 'यहाँ', 'और']"
5348024557502784_f400_chunk_7_subchunk_1_QC1_1_format_conversion.wav,इमोशनस अपनी फीलिंग्स को समझने का तो अलगअलग प्रकार के जो चित्र होते ै कभी किसी को कोई पसंद आ सकता है कभी किसी को कुछ भा सकता है या तो वो कभी किसी ो किसी चित्र को देखकर कुछ नहीं भी लग सकता है,"['अलगअलग', 'प्रकार', 'के', 'भा', 'जो', 'वो', 'देखकर', 'आ', 'या', 'सकता', 'समझने', 'चित्र', 'होते', 'कभी', 'का', 'फीलिंग्स', 'तो', 'किसी', 'पसंद', 'को', 'अपनी', 'कुछ', 'नहीं', 'है', 'ो', 'लग', 'कोई', 'ै', 'भी', 'इमोशनस']"
5348024557502752_f2028_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,कृपया पेयूमनी का इस्तेमाल करके मेरे फोन का मौजूदा प्लान सी रिचार्ज करें और वही रकम संपर्क बहन को ट्रांसफर करें,"['प्लान', 'वही', 'इस्तेमाल', 'पेयूमनी', 'संपर्क', 'कृपया', 'मेरे', 'का', 'को', 'करें', 'सी', 'बहन', 'रिचार्ज', 'ट्रांसफर', 'रकम', 'करके', 'और', 'मौजूदा', 'फोन']"
5348024557503543_f579_chunk_13_subchunk_1_QC1_4_silence_insertion.wav,स्कूल या कॉलेजस जाते होंगे पड़ते होंगे डरते भी होंगे अलेकिन वो जो गौरव हैं वो जो विनमब्रभाव है शिक्षकों के प्रति वो मिसिंग है शहरों के स्कूल में,"['के', 'डरते', 'जो', 'विनमब्रभाव', 'वो', 'मिसिंग', 'या', 'शहरों', 'होंगे', 'पड़ते', 'प्रति', 'जाते', 'अलेकिन', 'हैं', 'शिक्षकों', 'में', 'है', 'स्कूल', 'कॉलेजस', 'गौरव', 'भी']"
5348024557503178_f115_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,हज़ार,['हज़ार']
5348024557503242_f390_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,कोविड पैंडेमिग में मेरा एक्स्पीरियंस तो अच्छा था मेरे हजबिन को बहुत सीवियर कोविड हुआ था,"['सीवियर', 'कोविड', 'मेरे', 'तो', 'पैंडेमिग', 'को', 'था', 'हुआ', 'हजबिन', 'में', 'मेरा', 'अच्छा', 'बहुत', 'एक्स्पीरियंस']"
5348024557502907_f252_chunk_4_subchunk_1_QC1_1_format_conversion.wav,जिले में कई कॉलेज और महाविद्यालय भी हैं जो विभिन्न विषयों में स्नातक और स्नातकोत्तर कोर्स प्रदान करते हैं,"['कई', 'प्रदान', 'जो', 'विषयों', 'जिले', 'भी', 'हैं', 'स्नातक', 'विभिन्न', 'करते', 'में', 'महाविद्यालय', 'कॉलेज', 'कोर्स', 'और', 'स्नातकोत्तर']"
5348024557503313_f744_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,एक जनजाति राज्य होने के कारण मेघालय में जमीन की बिक्री केवल जनजाति लोगों तक ही सीमित हैइसे यह रेलस्टेट का कारोबार उतना फलता फूलता नहीं हैयन ट्राइबल लोगों के पास बहुत ज्यादा जमीन है और वे इस जमीन को व्यापारियों को लीज कर देते हैं,"['फूलता', 'सीमित', 'होने', 'के', 'हैयन', 'देते', 'एक', 'लोगों', 'और', 'वे', 'पास', 'ज्यादा', 'कर', 'बहुत', 'का', 'व्यापारियों', 'ही', 'यह', 'कारोबार', 'केवल', 'जनजाति', 'इस', 'हैं', 'को', 'ट्राइबल', 'में', 'लीज', 'कारण', 'नहीं', 'है', 'बिक्री', 'राज्य', 'उतना', 'फलता', 'मेघालय', 'हैइसे', 'रेलस्टेट', 'तक', 'की', 'जमीन']"
5348024557503661_f632_chunk_9_subchunk_1_QC1_5_upsampling_simulation.wav,सी बैंगॉलीमीडियम फीस वो ज्यादातर अफॉर्डबल है अंग्रेज़ी मीडियम फीज अंग्रेज़ी मीडियम के फीस वो,"['ज्यादातर', 'के', 'अंग्रेज़ी', 'सी', 'बैंगॉलीमीडियम', 'मीडियम', 'फीज', 'वो', 'अफॉर्डबल', 'फीस', 'है']"
5348024557502906_f625_chunk_2_subchunk_1_QC1_1_format_conversion.wav,जिसमें से एक ै सड़क और परिवहन सुविधाओं में आया हुआ सुधार,"['सुधार', 'जिसमें', 'एक', 'ै', 'परिवहन', 'हुआ', 'सड़क', 'से', 'में', 'आया', 'और', 'सुविधाओं']"
5348024557503661_f632_chunk_3_subchunk_1_QC1_5_upsampling_simulation.wav,इनमें से ज्यादातर ही टॉप रैंकिंग स्कूल्स एन कॉलेजेज हैं,"['ज्यादातर', 'ही', 'एन', 'कॉलेजेज', 'हैं', 'स्कूल्स', 'रैंकिंग', 'टॉप', 'से', 'इनमें']"
5348024557502910_f242_chunk_14_subchunk_1_QC1_1_format_conversion.mp3,मेरी पुरानी पसंदीदा चीड़ों चीजों और रूचियों को आबाद करने का एहसास दिलाते हैं,"['दिलाते', 'चीड़ों', 'रूचियों', 'पसंदीदा', 'मेरी', 'चीजों', 'हैं', 'को', 'एहसास', 'का', 'करने', 'और', 'पुरानी', 'आबाद']"
5348024557503419_f425_chunk_4_subchunk_1_QC1_4_silence_insertion.wav,अपने दिमाग से काम नहीं लिया तो वो मेरी सबसे बड़ी दुर्बलता है,"['तो', 'मेरी', 'लिया', 'बड़ी', 'अपने', 'काम', 'सबसे', 'दुर्बलता', 'वो', 'से', 'दिमाग', 'नहीं', 'है']"
5348024557503477_f610_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,एक्चुली बहुत ज्यादा मुसक्कत करनी पड़ती है क्योंकि नई चीजें जो दैनिक जीवन में दिन प्रतिदिन परिवर्तन होते रहते हैं जैसेकि टेक्नोलॉजिकल चेंजेस होता है और साइंसमें एडवाइंसमेंट होता है जो हमारे पीछे वालेके जो पीड़ी है उनको,"['दैनिक', 'जो', 'करनी', 'पीड़ी', 'एक्चुली', 'पड़ती', 'ज्यादा', 'चीजें', 'होते', 'एडवाइंसमेंट', 'हमारे', 'साइंसमें', 'बहुत', 'नई', 'क्योंकि', 'दिन', 'पीछे', 'हैं', 'चेंजेस', 'होता', 'प्रतिदिन', 'रहते', 'में', 'जैसेकि', 'है', 'उनको', 'परिवर्तन', 'वालेके', 'मुसक्कत', 'टेक्नोलॉजिकल', 'जीवन', 'और']"
5348024557502808_f821_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,स्नामघौड़ के समानों में सबसे अधिक बिकने वाले सुझाव क्या है,"['समानों', 'के', 'बिकने', 'अधिक', 'वाले', 'सबसे', 'में', 'स्नामघौड़', 'सुझाव', 'है', 'क्या']"
5348024557503725_f1690_chunk_1_subchunk_1_QC1_5_upsampling_simulation.wav,आप उत्पादों को अधिक मात्रा में,"['उत्पादों', 'मात्रा', 'अधिक', 'को', 'आप', 'में']"
5348024557503192_f254_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,पलासिकली ट्रेंड गायका तो नहीं है इसलिए म इतनी अच्छी तरह गान ही सकती पर,"['ही', 'पर', 'ट्रेंड', 'इतनी', 'तो', 'सकती', 'गायका', 'अच्छी', 'गान', 'म', 'पलासिकली', 'तरह', 'नहीं', 'है', 'इसलिए']"
5348024557503585_f367_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,दार्जिलिंग कालमपौ अलीपुर द्वार कुछबिहार जलपाईगुड़ी,"['द्वार', 'कालमपौ', 'अलीपुर', 'दार्जिलिंग', 'कुछबिहार', 'जलपाईगुड़ी']"
5348024557503419_f425_chunk_2_subchunk_1_QC1_4_silence_insertion.wav,मेरी सबसे बड़ बड़ी दुर्बलता क्या वीकनेस मेरी भावनात्मक विचारसरनीय,"['विचारसरनीय', 'बड़', 'मेरी', 'बड़ी', 'वीकनेस', 'सबसे', 'दुर्बलता', 'भावनात्मक', 'क्या']"
5348024557502845_f262_chunk_1_subchunk_1_QC1_1_format_conversion.mp3,पहले हम रोज सुबह प्रार्थना करते हैं औ बच्चों परंपरा को इतना नहीं मानते है,"['परंपरा', 'रोज', 'बच्चों', 'सुबह', 'मानते', 'हैं', 'इतना', 'प्रार्थना', 'करते', 'को', 'औ', 'नहीं', 'पहले', 'है', 'हम']"
5348024557502906_f625_chunk_9_subchunk_1_QC1_1_format_conversion.mp3,उनकी सामाजिक आर्थिक और सांस्कृतिक जीवन पर भी उसका प्रभाव जरूर,"['प्रभाव', 'आर्थिक', 'पर', 'उनकी', 'सामाजिक', 'जरूर', 'सांस्कृतिक', 'उसका', 'भी', 'जीवन', 'और']"
5348024557503365_f365_chunk_5_subchunk_1_QC1_3_sample_rate_reduction.wav,जितना भी कॉफी करना है ओउटनाई करना भाई तो तो मुझे यह लगा कि उसे भी ज्यादा हैंसइंट सैंटिंग बहुत अच्छा लग रहा है क्योंकि हमारे खालामि्चिंग में,"['कॉफी', 'कि', 'लगा', 'करना', 'ओउटनाई', 'ज्यादा', 'रहा', 'हमारे', 'बहुत', 'सैंटिंग', 'क्योंकि', 'यह', 'तो', 'भाई', 'हैंसइंट', 'में', 'है', 'लग', 'खालामि्चिंग', 'मुझे', 'उसे', 'जितना', 'भी', 'अच्छा']"
5348024557503193_f258_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,क्योंकि टेक्नोलॉजी की इस्तेमाल होती है,"['टेक्नोलॉजी', 'इस्तेमाल', 'होती', 'की', 'है', 'क्योंकि']"
5348024557503524_f581_chunk_10_subchunk_1_QC1_4_silence_insertion.wav,अब इतना ज्यादा रेड और ऑरेंज में डिफ्रेंस न दिखें उतना ज्यादा फर्क तो नहीं होना चाहिए,"['नहीं', 'डिफ्रेंस', 'होना', 'तो', 'ज्यादा', 'इतना', 'उतना', 'चाहिए', 'दिखें', 'रेड', 'न', 'अब', 'ऑरेंज', 'में', 'फर्क', 'और']"
5348024557502784_f400_chunk_6_subchunk_1_QC1_1_format_conversion.wav,अवो एक साइलेंट मीडियम है अपनी,"['एक', 'साइलेंट', 'मीडियम', 'अपनी', 'है', 'अवो']"
5348024557503255_f588_chunk_3_subchunk_1_QC1_3_sample_rate_reduction.wav,फियहाँ पर कल्चरल एक्टिविटीज के हिसाब से भी बहुत सारे सेंटर्स हैं यहाँ पर नेचर बहुत सुंदर है जहाँ घूमने जा सकते हैं,"['के', 'हिसाब', 'सकते', 'से', 'जहाँ', 'घूमने', 'फियहाँ', 'नेचर', 'बहुत', 'सुंदर', 'एक्टिविटीज', 'हैं', 'जा', 'है', 'कल्चरल', 'पर', 'सारे', 'यहाँ', 'भी', 'सेंटर्स']"
5348024557502851_f59_chunk_1_subchunk_1_QC1_1_format_conversion.mp3,आजकल मैं स्विमिंग नहीं करती रो क्योंकि मेरे पासज्यादा टाइम नहीं मिलाए मेरे घर के बहुत पास नदी है नहीं लेकिन फुडाडूडमे है मेरे घर के पास एक हुटेल है वहां पे स्विमिंग पुर है,"['के', 'एक', 'टाइम', 'पास', 'रो', 'हुटेल', 'वहां', 'बहुत', 'मेरे', 'नदी', 'क्योंकि', 'पुर', 'लेकिन', 'आजकल', 'करती', 'घर', 'नहीं', 'है', 'फुडाडूडमे', 'स्विमिंग', 'मिलाए', 'पे', 'मैं', 'पासज्यादा']"
5348024557503255_f588_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,और बहुत सारे हिस्टॉरिकल प्लेसिज हैं वहाँ पे हम लोग ट्रेकिंग के लिए जा सकते हैं,"['वहाँ', 'के', 'हैं', 'ट्रेकिंग', 'सकते', 'सारे', 'बहुत', 'जा', 'लिए', 'प्लेसिज', 'पे', 'और', 'हिस्टॉरिकल', 'लोग', 'हम']"
5348024557502897_f251_chunk_6_subchunk_1_QC1_1_format_conversion.wav,यह निर्माण कार्य नवी मुंबई विकास प्राधिकरण द्वारा संचालित किया जा रहा है नीलामोहन के पास सड़क नहीं होने के कारण,"['होने', 'के', 'पास', 'रहा', 'प्राधिकरण', 'मुंबई', 'विकास', 'यह', 'नवी', 'जा', 'सड़क', 'नीलामोहन', 'नहीं', 'कारण', 'है', 'किया', 'निर्माण', 'कार्य', 'संचालित', 'द्वारा']"
5348024557503617_f2165_chunk_0_subchunk_1_QC1_5_upsampling_simulation.wav,आइटम टेस्टीज मॉल्टीग्रेन कुकिज देशी उत्थान डायबिटी हर्बलटी और दबेकर्स डशन कैशु कुकीज वर्तमान में उपलब्ध नहीं है ये कल उपलब्ध होंगे,"['ये', 'डायबिटी', 'वर्तमान', 'उत्थान', 'कल', 'डशन', 'होंगे', 'देशी', 'हर्बलटी', 'कुकिज', 'कुकीज', 'में', 'नहीं', 'आइटम', 'है', 'कैशु', 'दबेकर्स', 'मॉल्टीग्रेन', 'उपलब्ध', 'टेस्टीज', 'और']"
5348024557502778_f403_chunk_22_subchunk_1_QC1_1_format_conversion.wav,कल्चरल कार्यक्रम हो शादी हो अ कोई कॉलेज में कोई,"['अ', 'हो', 'कोई', 'शादी', 'में', 'कॉलेज', 'कार्यक्रम', 'कल्चरल']"
5348024557503660_f269_chunk_5_subchunk_1_QC1_5_upsampling_simulation.wav,और वो भी एक रानी आतो हां वो उनकी कहानी मेरे ऊपर एक बहुत बड़ा प्रभाव आ,"['ऊपर', 'बड़ा', 'प्रभाव', 'रानी', 'आ', 'आतो', 'एक', 'उनकी', 'कहानी', 'बहुत', 'हां', 'वो', 'भी', 'और', 'मेरे']"
5348024557503277_f980_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,मेरी एपीवाई पेंशन राशि दिखाएँ मेरा पीआरए नं्बर थ्रीए सेवनाइन वन ट टू वनाईन सेवेनाइन है,"['एपीवाई', 'नं्बर', 'पेंशन', 'वनाईन', 'थ्रीए', 'राशि', 'मेरी', 'पीआरए', 'सेवेनाइन', 'टू', 'वन', 'मेरा', 'ट', 'दिखाएँ', 'है', 'सेवनाइन']"
5348024557502847_f615_chunk_1_subchunk_1_QC1_1_format_conversion.wav,मुझे काबारीघेल इसलिए पसंद होटा है क्योंकि वो खेल जारा लोग मिलके खिलगा हे इसलिए हम होर अच्छा लगता है,"['खिलगा', 'पसंद', 'जारा', 'लोग', 'होर', 'होटा', 'मुझे', 'मिलके', 'लगता', 'काबारीघेल', 'हम', 'हे', 'वो', 'अच्छा', 'खेल', 'है', 'इसलिए', 'क्योंकि']"
5348024557502851_f59_chunk_0_subchunk_1_QC1_1_format_conversion.wav,सविन के लिए सबसे अफसर गा लता है मुझे सागर के बी और नौडी क्यों वो बहुत सुंदर हम लुकतो बचपन में नदी में नहटा थे नहटे थे दोस्तों के साथ,"['के', 'सबसे', 'वो', 'सागर', 'लुकतो', 'नहटा', 'अफसर', 'क्यों', 'बी', 'बचपन', 'साथ', 'सविन', 'लिए', 'थे', 'बहुत', 'सुंदर', 'नदी', 'नौडी', 'में', 'है', 'हम', 'गा', 'मुझे', 'दोस्तों', 'नहटे', 'लता', 'और']"
5348024557503181_f317_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,कर्नाटका,['कर्नाटका']
5348024557503594_f361_chunk_3_subchunk_1_QC1_5_upsampling_simulation.wav,जो ग्राम बगैरा है वहाँ पर इलेक्शन की होताक वजह से बहुत ही झगड़े,"['पर', 'वहाँ', 'ही', 'जो', 'वजह', 'बहुत', 'बगैरा', 'ग्राम', 'इलेक्शन', 'से', 'होताक', 'की', 'है', 'झगड़े']"
5348024557503367_f364_chunk_15_subchunk_1_QC1_3_sample_rate_reduction.wav,अगर पीसिंग से वो अपना फैमली चलाना है तो उनको भी थोड़ा पैसा मिलना ही चाहिए न अब फिनांशिली वायबल होना चाहिए नहीं तो बहुत सारे लोग आर्थ से बहुत बाहर चले जाएंगे तो हम अगर हमारा ट्रेडिशनल पेनटिंग हो,"['चले', 'अगर', 'अपना', 'फैमली', 'वो', 'से', 'न', 'आर्थ', 'जाएंगे', 'हमारा', 'अब', 'बहुत', 'थोड़ा', 'पैसा', 'ही', 'चलाना', 'होना', 'तो', 'वायबल', 'मिलना', 'पीसिंग', 'नहीं', 'फिनांशिली', 'है', 'लोग', 'हम', 'पेनटिंग', 'उनको', 'हो', 'चाहिए', 'सारे', 'ट्रेडिशनल', 'भी', 'बाहर']"
5348024557503452_f1328_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,क्या कोई निःशुल्क टीकाकरण केंद्र है जो स्पुतनिक की पहली खुराक देते हैं,"['देते', 'केंद्र', 'जो', 'कोई', 'निःशुल्क', 'पहली', 'खुराक', 'हैं', 'टीकाकरण', 'स्पुतनिक', 'की', 'है', 'क्या']"
5348024557502906_f625_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,रायगढ़ जिले में पिछले कुछ वर्षों में कई महत्वपूर्ण विकास कार्य हुए हैं,"['कई', 'रायगढ़', 'जिले', 'हैं', 'हुए', 'पिछले', 'कार्य', 'विकास', 'में', 'वर्षों', 'कुछ', 'महत्वपूर्ण']"
5348024557503363_f458_chunk_4_subchunk_1_QC1_3_sample_rate_reduction.wav,उसे साँव करते हैं,"['हैं', 'करते', 'उसे', 'साँव']"
5348024557503331_f899_chunk_0_subchunk_1_QC1_3_sample_rate_reduction.wav,मेरे अंजीकृत संपर्क नं्बर का इस्तेमाल करके हैचपी गैस सिलिंडर बुक करें,"['नं्बर', 'बुक', 'हैचपी', 'करें', 'गैस', 'सिलिंडर', 'संपर्क', 'इस्तेमाल', 'करके', 'अंजीकृत', 'मेरे', 'का']"
5348024557503242_f390_chunk_1_subchunk_1_QC1_3_sample_rate_reduction.wav,एंड इट्स ऑल अवेलेबल एट वन प्लीस या बट अगर हम पैसों के बारे में सोचे तो बहुत,"['अवेलेबल', 'के', 'एंड', 'तो', 'पैसों', 'प्लीस', 'इट्स', 'एट', 'अगर', 'बट', 'वन', 'बारे', 'में', 'सोचे', 'बहुत', 'ऑल', 'या', 'हम']"
5348024557502853_f60_chunk_0_subchunk_1_QC1_1_format_conversion.mp3,हमारा डिस्टिक् से इतना अच्छा पल नहीं लेकिन असम में बहुत अच्छा पिया है,"['हमारा', 'इतना', 'लेकिन', 'बहुत', 'पिया', 'डिस्टिक्', 'पल', 'असम', 'से', 'में', 'अच्छा', 'नहीं', 'है']"
5348024557502778_f403_chunk_29_subchunk_1_QC1_1_format_conversion.mp3,मुझे मैंजब दिल्ली में थी मुझे जनपथ और ये जगह थी जो पसंद आती थी पर यहां पी चेन्नई में,"['यहां', 'पर', 'जो', 'पसंद', 'थी', 'ये', 'मुझे', 'दिल्ली', 'चेन्नई', 'जगह', 'आती', 'में', 'मैंजब', 'पी', 'जनपथ', 'और']"
5348024557502798_f1181_chunk_0_subchunk_1_QC1_1_format_conversion.wav,एलेवन हंडे नाइंटीन के दशक के अंतर में गुड़िदास कमांडर कुटुक औलदीन आइबक ने इसे दिल्ली में शरीत लिया इस प्रकार से एक गुलाम का गुलाम बना दिया,"['के', 'प्रकार', 'दिया', 'एक', 'नाइंटीन', 'दिल्ली', 'कमांडर', 'से', 'ने', 'गुलाम', 'दशक', 'का', 'बना', 'गुड़िदास', 'अंतर', 'इस', 'कुटुक', 'में', 'औलदीन', 'हंडे', 'आइबक', 'इसे', 'लिया', 'शरीत', 'एलेवन']"
5348024557503604_f750_chunk_23_subchunk_1_QC1_5_upsampling_simulation.wav,मगर देहांत होता है तो उसके मतलब क्यनरते खाते हैं आ,"['मगर', 'तो', 'होता', 'मतलब', 'हैं', 'खाते', 'क्यनरते', 'उसके', 'देहांत', 'आ', 'है']"
5348024557502896_f496_chunk_9_subchunk_1_QC1_1_format_conversion.mp3,मेती के दानों को भी नैतिक केतानों को रातभर भिगोकर रजाना इसेरोजाना वो पानी पीने से मधमूएँ हैं या डायबिटिज के लक्षणों को,"['के', 'नैतिक', 'दानों', 'रजाना', 'मधमूएँ', 'वो', 'से', 'केतानों', 'या', 'इसेरोजाना', 'रातभर', 'हैं', 'को', 'भिगोकर', 'लक्षणों', 'मेती', 'डायबिटिज', 'पीने', 'भी', 'पानी']"
5348024557503391_f1310_chunk_0_subchunk_1_QC1_4_silence_insertion.wav,क्या मुझे पिछले सप्ताह किसी से नौ हजार रुपए से अधिक मिले थे,"['मिले', 'किसी', 'अधिक', 'नौ', 'मुझे', 'पिछले', 'रुपए', 'से', 'थे', 'हजार', 'सप्ताह', 'क्या']"
5348024557502897_f251_chunk_14_subchunk_1_QC1_1_format_conversion.mp3,इस प्रोजेक्ट के माध्यम से मुंबई क लोगों को बेहतर इंफ्रास्ट्रक्चर और आरमदायक,"['इंफ्रास्ट्रक्चर', 'के', 'बेहतर', 'इस', 'लोगों', 'क', 'को', 'प्रोजेक्ट', 'माध्यम', 'से', 'आरमदायक', 'मुंबई', 'और']"
